Sarga,Word,Word Start,Word End
रूपम् ।,255.215,256.000
तच्च,256.000,256.455
शुक्लनीलपीतरक्तहरितकपिशचिन्न,256.455,260.175
भेदात्सप्तविधम् ।,260.175,262.280
पृथिवीजलतेजोवृत्ति ।,262.280,265.360
तत्र,265.360,265.915
पृथिव्यां,265.915,266.930
सप्तविधम् ।,266.930,268.300
अभास्वरशुक्लं,268.300,269.690
जले ।,269.690,270.580
भास्वरशुक्लं,270.580,271.870
तेजसि ॥ २० ॥,271.870,273.720
रसनग्राह्यो,273.720,275.115
गुणो,275.115,275.520
रसः ।,275.520,276.460
स,276.460,276.740
च,276.740,277.075
मधुराम्ललवणकटुकषायतिक्तभेदात्,277.075,280.570
षड्विधः ।,280.570,281.820
पृथिवीजलवृत्तिः ।,281.820,283.660
तत्र,283.660,284.055
पृथिव्यां,284.055,285.150
षड्विधः ।,285.150,286.480
जले,286.480,287.215
मधुर,287.215,288.405
एव ॥ २१ ॥,288.405,288.840
घ्राणग्राह्यो,288.840,290.280
गुणो,290.280,290.650
गन्धः ।,290.650,291.660
स,291.660,291.895
द्विविधः,291.895,292.955
सुरभिरसुरभिश्च ।,292.955,294.600
पृथिवीमत्रवृत्तिः ॥ २२ ॥,294.600,296.640
त्वगिन्द्रियमात्रग्राह्यो,296.640,299.900
गुणः,299.900,300.145
स्पर्शः ।,300.145,301.340
स,301.340,301.540
च,301.540,301.810
त्रिविधः,301.810,302.705
शीतोष्णानुष्णाशीतभेदात् ।,302.705,305.980
पृथिव्यप्तेजोवायुवृत्तिः ।,305.980,308.800
तत्र,308.800,309.215
शीतो,309.215,309.935
जले ।,309.935,310.880
उष्णस्तेजसि ।,310.880,312.500
अनुष्णाशीतः,312.500,313.845
पृथिवीवाय्वोः ॥ २३ ॥,313.845,316.760
रूपादिचतुष्टयं,316.760,318.240
पृथिव्यां,318.240,319.010
पाकजमनित्यं,319.010,320.460
च ।,320.460,321.300
अन्यत्र,321.300,321.890
अपाकजं,321.890,322.915
नित्यमनित्यं,322.915,324.100
च ।,324.100,324.880
नित्यगतं,324.880,325.870
नित्यम् ।,325.870,326.800
अनित्यगतमनित्यम् ॥ २४ ॥,326.800,329.360
एकत्वादिव्यवहारहेतुः,329.360,331.470
संख्या ।,331.470,332.900
सा,332.900,333.210
नवद्रव्यवृत्तिः,333.210,335.230
एकत्वादिपरार्धपर्यन्ता ।,335.230,337.960
एकत्वं,337.960,339.075
नित्यमनित्यं,339.075,340.445
च ।,340.445,341.200
नित्यगतं,341.200,342.205
नित्यम् ।,342.205,343.160
अनित्यगतमनित्यम् ।,343.160,345.220
द्वित्वादिकं,345.220,346.260
तु,346.260,346.490
सर्वत्राऽनित्यमेव ॥ २५ ॥,346.490,349.160
मानव्यवहारासाधारणकारणं,349.160,352.165
परिमाणम् ।,352.165,353.540
नवद्रव्यवृत्तिः ।,353.540,355.320
तच्चतुर्विधम् ।,355.320,357.000
अनु,357.000,357.460
महद्दीर्घं,357.460,358.565
हृस्वं,358.565,359.135
चेति ॥ २६ ॥,359.135,359.840
पृथग्व्यवहारासाधारणकारणं,359.840,363.275
पृथक्त्वम् ।,363.275,365.260
सर्वद्रव्यवृत्तिः ॥ २७ ॥,365.260,367.320
संयुक्तव्यवहारहेतुः,367.320,369.115
संयोगः ।,369.115,370.440
सर्वद्रव्यवृत्तिः ॥ २८ ॥,370.440,372.840
संयोगनाशको,372.840,374.455
गुणो,374.455,374.855
विभागः ।,374.855,375.940
सर्वद्रव्यवृत्तिः ॥ २९ ॥,375.940,377.600
परापरव्यवहारासाधारणकारणे,377.600,381.425
परत्वापरत्वे ।,381.425,383.680
पृथिव्यादिचतुष्टय,383.680,385.360
मनोवृत्तिनी ।,385.360,386.520
ते,386.520,387.315
द्विविधे,387.315,388.110
दिक्कृते,388.110,389.500
कालकृते,389.500,390.380
च ।,390.380,391.200
दूरस्ते,391.200,392.245
दिक्कृतं,392.245,392.845
परत्वम् ।,392.845,394.040
समीपस्थे,394.040,394.910
दिक्कृतमपरत्वम् ।,394.910,396.940
ज्येष्ठे,396.940,397.685
कालकृतं,397.685,398.605
परत्वम् ।,398.605,399.320
कनिष्ठे,399.320,400.485
कालकृतमपरत्वम् ॥ ३० ॥,400.485,402.960
आद्यपतनासमवायिकारणं,402.960,405.235
गुरुत्वम् ।,405.235,406.000
पृथिवीजलवृत्ति ॥ ३१ ॥,406.000,408.640
आद्यस्यन्दनासमवायिकारणं,408.640,411.125
द्रवत्वम् ।,411.125,411.960
पृथिव्यप्तेजोवृत्ति ।,411.960,414.440
तद्द्विविधं,414.440,415.825
सांसिद्धिकं,415.825,417.035
नैमित्तिकं,417.035,417.995
च ।,417.995,418.660
सांसिद्धिकं,418.660,419.860
जले ।,419.860,420.780
नैमित्तिकं,420.780,421.845
पृथिवीतेजसोः ।,421.845,423.740
पृथिव्यां,423.740,424.465
घृतादावग्नि,424.465,425.935
संयोगजं,425.935,426.930
द्रवत्वम् ।,426.930,428.040
तेजसि,428.040,428.645
सुवर्णादौ ॥ ३२ ॥,428.645,429.720
चूर्णादिपिण्डीभावहेतुर्गुणः,429.720,433.710
स्नेहः ।,433.710,434.820
जलमात्रवृत्तिः ॥ ३३ ॥,434.820,436.720
श्रोत्रग्राह्यो,436.720,438.140
गुणः,438.140,438.405
शब्दः,438.405,439.590
आकाशमात्रवृत्तिः ।,439.590,441.800
स,441.800,442.155
द्विविधः,442.155,442.940
ध्वन्यात्मकः,442.940,443.785
वर्णात्मकश्च ।,443.785,445.900
तत्र,445.900,446.640
ध्वन्यात्मकः,446.640,447.865
भेर्यादौ ।,447.865,449.220
वर्णात्मकः,449.220,450.170
संस्कृतभाषादिरूपः ॥ ३४ ॥,450.170,453.160
सर्वव्यवहारहेतुर्गुणो,453.160,455.085
बुद्धिर्ज्ञानम् ।,455.085,457.000
सा,457.000,457.505
द्विविधा,457.505,458.475
स्मृतिरनुभवश्च ।,458.475,461.000
संस्कारमात्रजन्यं,461.000,463.080
ज्ञानं,463.080,463.600
स्मृतिः ।,463.600,464.740
तद्भिन्नं,464.740,465.755
ज्ञानमनुभवः ।,465.755,467.260
स,467.260,467.575
द्विविधः,467.575,468.520
यथार्थोऽयथार्थश्च ।,468.520,470.460
तद्वति,470.460,471.670
तत्प्रकारकोऽनुभवो,471.670,473.295
यथार्थः ।,473.295,474.660
यथा,474.660,475.580
रजते,475.580,476.240
इदं,476.240,476.665
रजतमिति,476.665,477.550
ज्ञानम् ।,477.550,478.520
सैव,478.520,479.205
प्रमेत्युच्यते ।,479.205,480.900
तदभाववति,480.900,482.420
तत्प्रकारकोऽनुभवोऽयथार्थः ।,482.420,485.480
यथा,485.480,486.310
शुक्ताविदंरजतमिति,486.310,488.430
ज्ञानम् ।,488.430,489.340
सैव,489.340,489.795
अप्रमेत्युच्यते ॥ ३५ ॥,489.795,492.200
यथार्थनुभवश्चतुर्विधः,492.200,494.490
प्रत्यक्षानुमित्युपमितिशाब्दभेदात् ।,494.490,498.240
तत्करणमपि,498.240,499.880
चतुर्विधं,499.880,500.640
प्रत्यक्षानुमानोपमानशाब्दभेदात् ॥ ३६ ॥,500.640,505.040
असाधारणं,505.040,506.165
कारणं,506.165,506.900
करणम् ।,506.900,508.240
कार्यनियतपूर्ववृत्ति,508.240,510.095
कारणं ।,510.095,511.380
कार्यं,511.380,511.970
प्रागभावप्रतियोगि ॥ ३७ ॥,511.970,514.120
कारणं,514.120,515.490
त्रिविधं,515.490,516.115
समवाय्यसमवायिनिमित्तभेदात् ।,516.115,520.740
यत्समवेतं,520.740,521.995
कार्यमुत्पद्यते,521.995,523.375
तत्समवायिकारणम् ।,523.375,525.460
यथा,525.460,526.125
तंतवः,526.125,526.890
पटस्य,526.890,527.620
पटश्च,527.620,528.855
स्वगतरूपादेः ।,528.855,531.280
कार्येण,531.280,532.115
कारणेन,532.115,533.010
वा,533.010,533.410
सहैकस्मिन्नर्थे,533.410,534.900
समवेतत्वे,534.900,535.820
सति,535.820,535.980
यत्कारणं,535.980,536.785
तदसमवायिकारणम् ।,536.785,538.780
यथा,538.780,539.545
तंतुसंयोगः,539.545,540.695
पटस्य,540.695,541.855
तन्तुरूपं,541.855,542.775
पटरूपस्य ।,542.775,544.400
तदुभयभिन्नं,544.400,547.195
कारणं,547.195,547.910
निमित्तकारणम् ।,547.910,549.540
यथा,549.540,550.030
तुरीवेमादिकं,550.030,551.520
पटस्य ।,551.520,552.780
तदेतत्त्रिविधकारणमध्ये,552.780,555.520
यदसाधारणं,555.520,556.720
कारणं,556.720,557.300
तदेव,557.300,557.900
करणम् ॥ ३८ ॥,557.900,558.560
तत्र,558.560,559.465
प्रत्यक्षज्ञानकरणं,559.465,562.030
प्रत्यक्षम् ।,562.030,562.940
इन्द्रियार्थसंनिकर्षजन्यं,562.940,565.045
ज्ञानं,565.045,565.525
प्रत्यक्षम् ।,565.525,566.780
तद्द्विविधं,566.780,567.865
निर्विकल्पकं,567.865,569.390
सविकल्पकं,569.390,570.360
चेति ।,570.360,571.500
तत्र,571.500,571.865
निष्प्रकारणं,571.865,573.050
ज्ञानं,573.050,573.595
निर्विकल्पकं,573.595,574.935
यथेदं,574.935,576.015
किञ्चित् ।,576.015,579.300
सप्रकारकं,579.300,580.505
ज्ञानं,580.505,580.940
सविकल्पकं,580.940,581.990
यथा,581.990,582.470
डित्थोऽयं,582.470,583.400
ब्राह्मणोऽयं,583.400,584.255
श्यामोऽयं,584.255,585.150
पाचकोऽयमिति ॥ ३९ ॥,585.150,585.960
प्रत्यक्षज्ञानहेतुरिन्द्रियार्थसंनिकर्षः,585.960,589.640
षड्विधः ।,589.640,590.840
संयोगः,590.840,592.010
संयुक्तसमवायः,592.010,593.715
संयुक्तसमवेतसमवायः,593.715,596.125
समवायः,596.125,597.210
समवेतसमवायः,597.210,598.995
विशेषणविशेष्यभावश्चेति ।,598.995,601.740
चक्षुषा,601.740,603.050
घटप्रत्यक्षजनने,603.050,604.935
संयोगः,604.935,605.640
संनिकर्षः ।,605.640,607.400
घटरूपप्रत्यक्षजनने,607.400,609.705
संयुक्तसमवायः,609.705,611.105
संनिकर्षः ।,611.105,612.540
चक्षुः,612.540,613.020
संयुक्ते,613.020,614.080
घटे,614.080,614.610
रूपस्य,614.610,615.110
समवायात् ।,615.110,617.040
रूपत्वसामान्यप्रत्यक्षे,617.040,619.700
संयुक्तसमवेतसमवायः,619.700,621.815
संनिकर्षः ।,621.815,623.160
चक्षुः,623.160,623.655
संयुक्ते,623.655,624.635
घटे,624.635,625.115
रूपं,625.115,625.615
समवेतं,625.615,626.580
तत्र,626.580,627.250
रूपत्वस्य,627.250,628.065
समवायात् ।,628.065,629.980
श्रोत्रेण,629.980,630.830
शब्दसाक्षात्कारे,630.830,632.485
समवायः,632.485,633.190
संनिकर्षः,633.190,634.555
कर्णविवरवर्त्याकाशस्य,634.555,636.800
श्रोत्रत्वात्,636.800,638.490
शब्दस्याकाशगुणत्वाद्गुणगुणिनोश्च,638.490,642.310
समवायात् ।,642.310,644.460
शब्दत्वसाक्षात्कारे,644.460,646.995
समवेतसमवायः,646.995,648.415
संनिकर्षः,648.415,649.895
श्रोत्र्समवेते,649.895,651.295
शब्दे,651.295,651.995
शब्दत्वस्य,651.995,653.200
समवायात् ।,653.200,655.040
अभावप्रत्यक्षे,655.040,656.625
विशेषणविशेष्यभावः,656.625,658.415
संनिकर्षः,658.415,659.810
घटाभाववद्भूतलमित्यत्र,659.810,663.060
चक्षुः,663.060,663.455
संयुक्ते,663.455,664.335
भूतले,664.335,664.945
घटाभावस्य,664.945,665.950
विशेषणत्वात् ।,665.950,668.000
एवं,668.000,668.860
संनिकर्षषट्कजन्यं,668.860,672.375
ज्ञानं,672.375,674.185
प्रत्यक्षं,674.185,675.960
तत्करणमिन्द्रियं,675.960,677.710
तस्मातिन्द्रियं,677.710,679.165
प्रत्यक्षप्रमाणमिति,679.165,682.310
सिद्धम् ॥ ४० ॥,682.310,684.760
अनुमितिकरणमनुमानम् ।,684.760,687.540
परामर्शजन्यं,687.540,689.045
ज्ञानमनुमितिः ।,689.045,690.860
व्याप्तिविशिष्टपक्षधर्मताज्ञानं ।,690.860,695.280
यथा,695.280,696.070
वह्निव्याप्यधूमवानयं,696.070,698.125
पर्वत,698.125,698.775
इति,698.775,699.105
ज्ञानं,699.105,699.665
परामर्शः ।,699.665,701.020
तज्जन्यं,701.020,701.965
पर्वतो,701.965,702.865
वह्निमानिति,702.865,704.010
ज्ञानमनुमितिः ।,704.010,705.920
यत्र,705.920,706.335
यत्र,706.335,706.780
धूमस्तत्र,706.780,708.360
तत्राग्निरिति,708.360,709.175
साहचर्यनियमो,709.175,710.465
व्याप्तिः ।,710.465,711.900
व्याप्यस्य,711.900,712.850
पर्वतादिवृत्तित्वं,712.850,714.645
पक्षधर्मता ॥ ४१ ॥,714.645,716.480
अनुमानं,716.480,717.600
द्विविधं,717.600,718.265
स्वार्थं,718.265,719.525
परार्थं,719.525,720.290
च ।,720.290,720.940
तत्र,720.940,721.565
स्वार्थं,721.565,722.410
स्वानुमितिहेतुः,722.410,724.240
तथाहि,724.240,725.025
स्वायमेव,725.025,726.235
भूयोदर्शनेन,726.235,727.305
यत्र,727.305,727.790
यत्र,727.790,728.220
धूमस्तत्र,728.220,729.250
तत्राग्निरिति,729.250,730.795
महानसादौ,730.795,732.240
व्याप्तिं,732.240,732.980
गृहीत्वा,732.980,733.985
पर्वतसमीपं,733.985,735.480
गतः,735.480,736.260
तद्गते,736.260,737.035
चाग्नौ,737.035,737.675
सन्दिहानः,737.675,738.780
पर्वते,738.780,739.570
धूमं,739.570,740.160
पश्यन्व्याप्तिं,740.160,741.835
स्मरति,741.835,742.385
यत्र,742.385,743.125
यत्र,743.125,743.585
धूमस्तत्र,743.585,744.650
तत्राग्निरिति ।,744.650,746.220
तदनन्तरं,746.220,747.085
वह्निव्याप्यधुमवानयं,747.085,749.435
पर्वत,749.435,750.180
इति,750.180,750.470
ज्ञानमुत्पद्यते,750.470,752.275
अयमेव,752.275,753.215
लिङ्गपरामर्श,753.215,754.380
इत्युच्यते ।,754.380,755.600
तस्मात्पर्वतो,755.600,757.220
वह्निमानिति,757.220,758.720
ज्ञानमनुमितिः,758.720,759.685
उत्पद्यते ।,759.685,761.040
तदेतत्स्वार्थानुमानम् ।,761.040,764.700
यत्तु,764.700,765.650
स्वयं,765.650,766.300
धुमाग्निमनुमाय,766.300,767.985
परंप्रतिबोधयितुं,767.985,770.095
पञ्चावयव,770.095,771.330
वाक्यं,771.330,771.915
प्रयुज्यते,771.915,772.660
तत्परार्थानुमानम् ।,772.660,775.500
यथा,775.500,776.415
पर्वतो,776.415,777.000
वह्निमान्धूमत्वाद्यो,777.000,780.290
यो,780.290,780.515
धूमवान्स,780.515,781.455
वह्निमान्यथा,781.455,783.155
महानसः,783.155,784.165
तथा,784.165,784.635
चायं,784.635,785.370
तस्मात्तथेति ।,785.370,787.660
अनेन,787.660,788.050
प्रतिपादिताल्लिष्ण्गात्परोऽप्यग्निं,788.050,791.530
प्रतिपद्यते ॥ ४२ ॥,791.530,792.560
प्रतिज्ञाहेतूदाहरणोपनयनिगमनानि,792.560,796.940
पञ्चावयवाः ।,796.940,798.840
पर्वतो,798.840,800.170
वह्निमानिति,800.170,801.035
प्रतिज्ञा ।,801.035,802.680
धूमवत्वादिति,802.680,803.980
हेतुः ।,803.980,805.120
यो,805.120,805.430
यो,805.430,805.630
धूमवान्स,805.630,806.550
वह्निमान्यथा,806.550,807.205
महानस,807.205,807.665
इत्युदाहरणम् ।,807.665,809.020
तथा,809.020,809.840
चायमित्युपनयः ।,809.840,811.700
तस्मात्तथेति,811.700,813.065
निगमनम् ॥ ४३ ॥,813.065,814.440
स्वार्थानुमितिपरार्थानुमित्योः,814.440,816.540
लिङ्गपरामर्श,816.540,817.795
एव,817.795,818.245
करणम् ।,818.245,819.120
तस्माल्लिङ्गपरामर्शोऽनुमानम् ॥ ४४ ॥,819.120,822.840
लिङ्गं,822.840,824.015
त्रिविधम् ।,824.015,824.620
अन्वयव्यतिरेकि,824.620,826.085
केवलान्वयि,826.085,827.080
केवलव्यतिरेकि,827.080,828.495
चेति ।,828.495,829.900
अन्वयेन,829.900,830.715
व्यतिरेकेण,830.715,832.050
च,832.050,832.190
व्याप्तिमदन्वयव्यतिरेकि ।,832.190,834.800
यथा,834.800,835.815
वह्नौ,835.815,836.405
साध्ये,836.405,837.090
धूवत्त्वम् ।,837.090,838.480
यत्र,838.480,838.895
धूमस्तत्राग्निर्यथा,838.895,841.125
महानस,841.125,841.790
इत्यन्वयव्याप्तिः ।,841.790,843.520
यत्र,843.520,844.185
वह्निर्नास्ति,844.185,844.950
तत्र,844.950,845.340
धूमोऽपि,845.340,846.085
नास्ति,846.085,846.515
यथा,846.515,846.955
महाहृद,846.955,847.360
इति,847.360,847.560
व्यप्तिरेकव्याप्तिः ।,847.560,849.860
अन्वयमात्रव्याप्तिकं,849.860,851.800
केवलान्वयि ।,851.800,853.300
यथा,853.300,853.775
घटोऽभिधेयः,853.775,855.205
प्रमेयत्वात्पटवत् ।,855.205,857.200
अत्र,857.200,857.465
प्रमेयत्वाभिधेयत्वयोः,857.465,860.360
व्यतिरेकव्याप्तिर्नास्ति,860.360,862.605
सर्वस्यापि,862.605,863.645
प्रमेयत्वादभिधेयत्वाच्च ।,863.645,867.820
व्यतिरेकमात्रव्याप्तिकं,867.820,869.900
केवलव्यतिरेकि,869.900,871.255
यथा,871.255,872.735
पृथिवीतरेभ्यो,872.735,874.160
भिद्यते,874.160,874.985
गन्धवत्त्वात् ।,874.985,876.900
यदितरेभ्यो,876.900,877.840
न,877.840,877.990
भिद्यते,877.990,878.640
न,878.640,878.830
तद्गन्धवद्यथा,878.830,880.975
जलम् ।,880.975,881.880
न,881.880,882.005
चेयं,882.005,882.635
तथा ।,882.635,883.400
तस्मान्न,883.400,884.245
तथेति ।,884.245,885.480
अत्र,885.480,885.875
यद्गन्धवत्तदितरभिन्नमित्यन्वयदृष्टान्तो,885.875,889.995
नास्ति,889.995,890.645
पृथिवीमात्रस्य,890.645,892.225
पक्षत्वात् ॥ ४५ ॥,892.225,894.400
सन्दिग्धसाध्यवान्पक्षः ।,894.400,897.060
यथा,897.060,897.515
धूमवत्त्वे,897.515,898.580
हेतौ,898.580,899.155
पर्वतः ।,899.155,901.340
निश्चितसाध्यवान्सपक्षः,901.340,903.990
यथा,903.990,904.320
तत्रैव,904.320,905.110
महानसम् ।,905.110,906.680
निश्चितसाध्याऽभाववान्विपक्षः,906.680,909.730
यथा,909.730,910.080
तत्रैव,910.080,910.850
महाह्रदः ॥ ४६ ॥,910.850,912.200
सव्यभिचारविरुद्धसत्प्रतिपक्षासिद्धबाधिताः,912.200,916.255
पञ्च,916.255,916.525
हेत्वाभासाः ।,916.525,919.160
सव्यभिचारोऽनैकान्तिकः ।,919.160,921.700
स,921.700,921.960
त्रिविधः,921.960,923.175
साधारणासाधारणानुपसंहारिभेदात् ।,923.175,927.380
तत्र,927.380,927.740
साध्याभाववद्वृत्तिः,927.740,929.475
साधारणोऽनैकान्तिकः,929.475,932.075
यथा,932.075,932.505
पर्वतो,932.505,933.155
वह्निमान्प्रमेयत्वादिति ।,933.155,936.520
प्रमेयत्वस्य,936.520,937.640
वह्न्यभाववति,937.640,939.070
ह्रदे,939.070,939.735
विद्यमानत्वात् ।,939.735,942.400
सर्वसपक्षविपक्षव्यावृत्तः,942.400,945.050
पक्षमात्रवृत्तिः,945.050,946.625
असाधारणः ।,946.625,948.160
यथा,948.160,948.660
शब्दो,948.660,949.445
नित्यः,949.445,950.110
शब्दत्वादिति ।,950.110,951.880
शब्दत्वं,951.880,952.835
हि,952.835,953.315
सर्वेभ्यो,953.315,954.300
नित्येभ्योऽनित्येभ्यश्च,954.300,955.975
व्यावृत्तं,955.975,957.050
शब्दमात्रवृत्तिः ।,957.050,962.220
अन्वयव्यतिरेकदृष्टान्तरहितोऽनुपसंहारी ।,962.220,965.940
यथा,965.940,966.655
सर्वमनित्यं,966.655,967.825
प्रमेयत्वादिति ।,967.825,969.640
अत्र,969.640,969.920
सर्वस्यापि,969.920,970.995
पक्षत्वाद्दृष्टान्तो,970.995,974.270
नास्ति ।,974.270,975.720
साध्याभावव्याप्तो,975.720,977.775
हेतुर्विरुद्धः ।,977.775,979.380
यथा,979.380,980.115
शब्दो,980.115,980.905
नित्यः,980.905,981.860
कृतकत्वादिति ।,981.860,983.660
कृतकत्वं,983.660,985.445
हि,985.445,985.515
नित्यत्वाभावेनाऽनित्यत्वेन,985.515,987.755
व्याप्तम् ।,987.755,989.760
यस्य,989.760,990.350
साध्याभावसाधकं,990.350,992.080
हेत्वन्तरं,992.080,992.950
विद्यते,992.950,993.680
स,993.680,993.960
सत्प्रतिपक्षः ।,993.960,995.800
यथा,995.800,996.525
शब्दो,996.525,997.225
नित्यः,997.225,997.765
श्रावणत्वाच्छब्दत्ववत् ।,997.765,1000.820
