Part,Sarga,Word,Word Start,Word End
pm01-10,इत्यौत्सुक्यादपरिगणयन्,166.080,170.735
pm01-10,गुह्यकस्तं,170.735,171.940
pm01-10,ययाचे,171.940,174.740
pm01-10,कामार्ता,174.740,177.220
pm01-10,हि,177.220,177.500
pm01-10,प्रकृतिकृपणाश्चेतनाचेतनेषु,177.500,185.120
pm01-10,जातं,185.120,186.195
pm01-10,वंशे,186.195,187.355
pm01-10,भुवनविदिते,187.355,189.200
pm01-10,पुष्करावर्तकानां,189.200,195.160
pm01-10,जानामि,195.160,196.555
pm01-10,त्वां,196.555,196.980
pm01-10,प्रकृतिपुरुषं,196.980,199.930
pm01-10,कामरूपं,199.930,202.370
pm01-10,मघोनः,202.370,204.440
pm01-10,तेनार्थित्वं,204.440,207.710
pm01-10,त्वयि,207.710,208.150
pm01-10,विधिवशाद्,208.150,209.590
pm01-10,दूरबन्धुर्गतोहं,209.590,214.920
pm01-10,याच्ञा,214.920,216.200
pm01-10,मोघा,216.200,217.655
pm01-10,वरमधिगुणे,217.655,220.210
pm01-10,नाधमे,220.210,220.790
pm01-10,लब्धकामा,220.790,225.680
pm01-10,संतप्तानां,225.680,227.880
pm01-10,त्वमसि,227.880,228.500
pm01-10,शरणं,228.500,230.105
pm01-10,तत्,230.105,231.065
pm01-10,पयोद,231.065,232.725
pm01-10,प्रियायाः,232.725,235.120
pm01-10,संदेशं,235.120,236.430
pm01-10,मे,236.430,237.095
pm01-10,हर,237.095,238.210
pm01-10,धनपतिक्रोधविश्लेषितस्य,238.210,244.640
pm01-10,गन्तव्या,244.640,246.055
pm01-10,ते,246.055,246.690
pm01-10,वसतिरलका,246.690,248.505
pm01-10,नाम,248.505,249.800
pm01-10,यक्षेश्वराणां,249.800,254.100
pm01-10,बाह्योद्यानस्थितहरशिरश्चन्द्रिकाधौतहर्म्या,254.100,262.260
pm01-10,त्वामारूढं,262.260,265.275
pm01-10,पवनपदवीम्,265.275,268.230
pm01-10,उद्गृहीतालकान्ताः,268.230,272.660
pm01-10,प्रेक्षिष्यन्ते,272.660,275.250
pm01-10,पथिकवनिताः,275.250,278.530
pm01-10,प्रत्ययाद्,278.530,281.175
pm01-10,आश्वसत्यः,281.175,283.300
pm01-10,कः,283.300,283.575
pm01-10,सन्नद्धे,283.575,285.165
pm01-10,विरहविधुरां,285.165,287.030
pm01-10,त्वय्युपेक्षेत,287.030,290.095
pm01-10,जायां,290.095,292.360
pm01-10,न,292.360,292.735
pm01-10,स्यादन्योप्यहमिव,292.735,295.435
pm01-10,जनो,295.435,296.740
pm01-10,यः,296.740,298.865
pm01-10,पराधीनवृत्तिः,298.865,303.000
pm01-10,मन्दं,303.000,303.995
pm01-10,मन्दं,303.995,304.925
pm01-10,नुदति,304.925,305.465
pm01-10,पवनश्चानुकूलो,305.465,308.070
pm01-10,यथा,308.070,309.710
pm01-10,त्वां,309.710,310.160
pm01-10,वामश्चायं,310.160,311.870
pm01-10,नदति,311.870,312.420
pm01-10,मधुरं,312.420,313.180
pm01-10,चातकस्ते,313.180,314.410
pm01-10,सगन्धः,314.410,317.580
pm01-10,गर्भाधानक्षणपरिचयान्नूनमाबद्धमालाः,317.580,325.640
pm01-10,सेविष्यन्ते,325.640,327.340
pm01-10,नयनसुभगं,327.340,329.180
pm01-10,खे,329.180,329.815
pm01-10,भवन्तं,329.815,330.675
pm01-10,बलाकाः,330.675,333.320
pm01-10,तां,333.320,336.265
pm01-10,चावश्यं,336.265,337.995
pm01-10,दिवसगणनातत्परामेकपत्नीम्,337.995,342.920
pm01-10,अव्यापन्नामवितथगतिः,342.920,347.115
pm01-10,द्रक्ष्यसि,347.115,347.720
pm01-10,भ्रातृजायाम्,347.720,350.720
pm01-10,आशाबन्धः,350.720,352.950
pm01-10,कुसुमसदृशं,352.950,354.580
pm01-10,प्रायशो,354.580,356.385
pm01-10,ह्यङ्गनानां,356.385,358.520
pm01-10,सद्यःपाति,358.520,359.980
pm01-10,प्रणयि,359.980,361.180
pm01-10,हृदयं,361.180,362.390
pm01-10,विप्रयोगे,362.390,364.670
pm01-10,रुणद्धि,364.670,368.160
pm11-20,कर्तुं,0.000,3.125
pm11-20,यच्च,3.125,3.540
pm11-20,प्रभवति,3.540,4.590
pm11-20,महीम्,4.590,6.170
pm11-20,उच्छिलीन्ध्रामवन्ध्यां,6.170,9.640
pm11-20,तच्छ्रुत्वा,9.640,11.325
pm11-20,ते,11.325,11.535
pm11-20,श्रवणसुभगं,11.535,13.505
pm11-20,गर्जितं,13.505,15.355
pm11-20,मानसोत्काः,15.355,18.560
pm11-20,आ,18.560,18.755
pm11-20,कैलासाद्,18.755,20.870
pm11-20,बिसकिसलयच्छेदपाथेयवन्तः,20.870,25.920
pm11-20,संपत्स्यन्ते,25.920,27.665
pm11-20,नभसि,27.665,28.335
pm11-20,भवतो,28.335,29.105
pm11-20,राजहंसाः,29.105,31.745
pm11-20,सहायाः,31.745,35.840
pm11-20,आपृच्छस्व,35.840,37.460
pm11-20,प्रियसखममुं,37.460,38.835
pm11-20,तुङ्गमालिङ्ग्य,38.835,42.110
pm11-20,शैलं,42.110,44.040
pm11-20,वन्द्यैः,44.040,45.080
pm11-20,पुंसां,45.080,46.235
pm11-20,रघुपतिपदैः,46.235,48.575
pm11-20,अङ्कितं,48.575,50.065
pm11-20,मेखलासु,50.065,51.980
pm11-20,काले,51.980,53.130
pm11-20,काले,53.130,54.455
pm11-20,भवति,54.455,55.035
pm11-20,भवतो,55.035,56.610
pm11-20,यस्य,56.610,57.095
pm11-20,संयोगमेत्य,57.095,60.260
pm11-20,स्नेहव्यक्तिश्चिरविरहजं,60.260,64.245
pm11-20,मुञ्चतो,64.245,64.850
pm11-20,बाष्पमुष्णम्,64.850,70.300
pm11-20,मर्गं,70.300,71.385
pm11-20,तावच्छृणु,71.385,72.845
pm11-20,कथयतः,72.845,73.600
pm11-20,त्वत्प्रयाणानुरूपं,73.600,77.920
pm11-20,संदेशं,77.920,79.080
pm11-20,मे,79.080,79.510
pm11-20,तदनु,79.510,80.280
pm11-20,जलद,80.280,80.820
pm11-20,श्रोष्यसि,80.820,81.725
pm11-20,श्रोत्रपेयम्,81.725,84.260
pm11-20,खिन्नः,84.260,85.525
pm11-20,खिन्नः,85.525,86.700
pm11-20,शिखरिषु,86.700,87.645
pm11-20,पदं,87.645,88.340
pm11-20,न्यस्य,88.340,88.895
pm11-20,गन्तासि,88.895,90.420
pm11-20,यत्र,90.420,91.780
pm11-20,क्षीणः,91.780,93.005
pm11-20,क्षीणः,93.005,93.530
pm11-20,परिलघु,93.530,95.040
pm11-20,पयः,95.040,95.450
pm11-20,स्रोतसां,95.450,97.280
pm11-20,चोपभुज्य,97.280,101.200
pm11-20,अद्रेः,101.200,102.015
pm11-20,शृङ्गं,102.015,103.085
pm11-20,हरति,103.085,103.660
pm11-20,पवनः,103.660,105.160
pm11-20,किंस्विदित्युन्मुखीभिः,105.160,109.020
pm11-20,दृष्टोत्साहश्चकितचकितं,109.020,112.895
pm11-20,मुग्धसिद्धाङ्गनाभिः,112.895,117.120
pm11-20,स्थानादस्मात्,117.120,119.965
pm11-20,सरसनिचुलादुत्पतोदङ्मुखः,119.965,125.025
pm11-20,खं,125.025,126.100
pm11-20,दिङ्नागानां,126.100,126.830
pm11-20,पथि,126.830,128.430
pm11-20,परिहरन्,128.430,130.050
pm11-20,स्थूलहस्तावलेपान्,130.050,135.860
pm11-20,रत्नच्छायाव्यतिकर,135.860,139.415
pm11-20,इव,139.415,139.590
pm11-20,प्रेक्ष्यमेतत्पुरस्ताद्,139.590,144.240
pm11-20,वल्मीकाग्रात्,144.240,146.600
pm11-20,प्रभवति,146.600,147.410
pm11-20,धनुःखण्डमाखण्डलस्य,147.410,153.080
pm11-20,येन,153.080,153.630
pm11-20,श्यामं,153.630,155.000
pm11-20,वपुरतितरां,155.000,156.810
pm11-20,कान्तिमापत्स्यते,156.810,160.210
pm11-20,ते,160.210,161.480
pm11-20,बर्हेणेव,161.480,162.975
pm11-20,स्फुरितरुचिना,162.975,164.975
pm11-20,गोपवेषस्य,164.975,167.805
pm11-20,विष्णोः,167.805,170.280
pm11-20,त्वय्यायन्तं,170.280,173.125
pm11-20,कृषिफलमिति,173.125,174.585
pm11-20,भ्रूविकारानभिज्ञैः,174.585,179.100
pm11-20,प्रीतिस्निग्धैर्जनपदवधूलोचनैः,179.100,184.330
pm11-20,पीयमानः,184.330,188.060
pm11-20,सद्यःसीरोत्कषणसुरभि,188.060,191.485
pm11-20,क्षेत्रमारुह्य,191.485,194.595
pm11-20,मालं,194.595,195.960
pm11-20,किंचित्,195.960,197.240
pm11-20,पश्चाद्,197.240,199.525
pm11-20,व्रज,199.525,201.110
pm11-20,लघुगतिर्भूय,201.110,202.035
pm11-20,एवोत्तरेण,202.035,206.740
pm11-20,त्वामासारप्रशमितवनोपप्लवं,206.740,212.450
pm11-20,साधु,212.450,213.705
pm11-20,मूर्ध्ना,213.705,215.020
pm11-20,वक्ष्यत्यध्वश्रमपरिगतं,215.020,219.090
pm11-20,सानुमानाम्रकूटः,219.090,223.560
pm11-20,न,223.560,223.920
pm11-20,क्षुद्रोऽपि,223.920,225.130
pm11-20,प्रथमसुकृतापेक्षया,225.130,229.210
pm11-20,संश्रयाय,229.210,231.360
pm11-20,प्राप्ते,231.360,233.045
pm11-20,मित्रे,233.045,233.725
pm11-20,भवति,233.725,234.440
pm11-20,विमुखः,234.440,236.140
pm11-20,किं,236.140,236.425
pm11-20,पुनर्यस्तत्थोच्चैः,236.425,240.780
pm11-20,छन्नोपान्तः,240.780,245.740
pm11-20,परिणतफलद्योतिभिः,245.740,247.455
pm11-20,काननाम्रैः,247.455,250.320
pm11-20,त्वय्यारूढे,250.320,252.450
pm11-20,शिखरमचलः,252.450,255.090
pm11-20,स्निग्धवेणीसवर्णे,255.090,259.480
pm11-20,नूनं,259.480,260.515
pm11-20,यास्यत्यमरमिथुनप्रेक्षणीयामवस्थां,260.515,267.800
pm11-20,मध्ये,267.800,268.575
pm11-20,श्यामः,268.575,270.385
pm11-20,स्तन,270.385,271.095
pm11-20,इव,271.095,271.500
pm11-20,भुवः,271.500,272.680
pm11-20,शेषविस्तारपाण्डुः,272.680,278.560
pm11-20,स्थित्वा,278.560,279.835
pm11-20,तस्मिन्,279.835,281.255
pm11-20,वनचरवधूभुक्तकुञ्जे,281.255,285.310
pm11-20,मुहूर्तं,285.310,287.040
pm11-20,तोयोत्सर्गद्रुततरगतिस्तत्परं,287.040,293.965
pm11-20,वर्त्मतीर्णः,293.965,296.840
pm11-20,रेवां,296.840,297.875
pm11-20,द्रक्ष्यस्युपलविषमे,297.875,301.240
pm11-20,विन्ध्यपादे,301.240,303.505
pm11-20,विशीर्णां,303.505,305.240
pm11-20,भक्तिच्छेदैरिव,305.240,308.705
pm11-20,विरचितां,308.705,310.400
pm11-20,भूतिमङ्गे,310.400,312.620
pm11-20,गजस्य,312.620,314.500
pm11-20,तस्यास्तिक्तैः,314.500,318.990
pm11-20,वनगजमदैरः,318.990,320.585
pm11-20,वासितं,320.585,322.240
pm11-20,वान्तवृष्टिः,322.240,324.760
pm11-20,जम्बूकुञ्जप्रतिहतरयं,324.760,328.875
pm11-20,तोयमादाय,328.875,331.400
pm11-20,गच्छेः,331.400,333.840
pm11-20,अन्तःसारं,333.840,336.630
pm11-20,घन,336.630,336.955
pm11-20,तुलयितुं,336.955,338.245
pm11-20,नानिलः,338.245,339.115
pm11-20,शक्ष्यति,339.115,340.545
pm11-20,त्वां,340.545,341.860
pm11-20,रिक्तः,341.860,342.865
pm11-20,सर्वो,342.865,343.615
pm11-20,भवति,343.615,344.585
pm11-20,हि,344.585,344.885
pm11-20,लघुः,344.885,346.210
pm11-20,पूर्णता,346.210,347.955
pm11-20,गौरवाय,347.955,351.000
pm21-30,नीपं,0.000,2.850
pm21-30,दृष्ट्वा,2.850,4.455
pm21-30,हरितकपिशं,4.455,6.235
pm21-30,केसरैरर्धरूढैः,6.235,11.340
pm21-30,आविर्भूतप्रथममुकुलाः,11.340,15.230
pm21-30,कन्दलीश्चानुकच्छम्,15.230,19.260
pm21-30,जग्ध्वारण्येष्वधिकसुरभिं,19.260,23.315
pm21-30,गन्धमाघ्राय,23.315,26.535
pm21-30,चोर्व्याः,26.535,28.860
pm21-30,सारङ्गास्ते,28.860,30.625
pm21-30,जललवमुचः,30.625,33.760
pm21-30,सूचयिष्यन्ति,33.760,36.220
pm21-30,मार्गम्,36.220,39.560
pm21-30,अम्भोबिन्दुग्रहणचतुरांश्चातकान्,39.560,45.510
pm21-30,वीक्षमाणाः,45.510,48.520
pm21-30,श्रेणीभूताः,48.520,50.930
pm21-30,परिगणनया,50.930,53.200
pm21-30,निर्दिशन्तो,53.200,55.490
pm21-30,बलाकाः,55.490,57.280
pm21-30,त्वामासाद्य,57.280,59.830
pm21-30,स्तनितसमये,59.830,62.590
pm21-30,मानयिष्यन्ति,62.590,65.155
pm21-30,सिद्धाः,65.155,67.580
pm21-30,सोत्कण्ठानि,67.580,69.520
pm21-30,प्रियसहचरीसंभ्रमालिङ्गितानि,69.520,75.860
pm21-30,उत्पश्यामि,75.860,78.860
pm21-30,द्रुतमपि,78.860,79.930
pm21-30,सखे,79.930,80.920
pm21-30,मत्प्रियार्थं,80.920,83.730
pm21-30,यियासोः,83.730,85.560
pm21-30,कालक्षेपं,85.560,88.025
pm21-30,ककुभसुरभौ,88.025,90.355
pm21-30,पर्वते,90.355,91.150
pm21-30,पर्वेते,91.150,94.420
pm21-30,ते,94.420,94.780
pm21-30,शुक्लापाङ्गैः,94.780,98.770
pm21-30,सजलनयनैः,98.770,100.525
pm21-30,स्वागतीकृत्य,100.525,102.875
pm21-30,केकाः,102.875,105.220
pm21-30,प्रत्युद्यातः,105.220,106.880
pm21-30,कथमपि,106.880,107.865
pm21-30,भवान्,107.865,109.655
pm21-30,गन्तुमाशु,109.655,111.280
pm21-30,व्यवस्येत्,111.280,113.440
pm21-30,पाण्डुच्छायोपवनवृतयः,113.440,119.445
pm21-30,केतकैः,119.445,120.985
pm21-30,सूचिभिन्नैः,120.985,123.660
pm21-30,नीडारम्भैः,123.660,125.140
pm21-30,गृहबलिभुजामाकुलग्रामचैत्याः,125.140,133.480
pm21-30,त्वय्यासन्ने,133.480,134.990
pm21-30,परिणतफलश्यामजम्बूवनान्ताः,134.990,142.240
pm21-30,संपत्स्यन्ते,142.240,143.940
pm21-30,कतिपयदिनस्थायिहंसा,143.940,148.960
pm21-30,दशार्णाः,148.960,151.460
pm21-30,तेषां,151.460,153.885
pm21-30,दिक्षु,153.885,154.490
pm21-30,प्रथितविदिशालक्षणां,154.490,158.325
pm21-30,राजधानीं,158.325,160.880
pm21-30,गत्वा,160.880,161.840
pm21-30,सद्यः,161.840,164.025
pm21-30,फलमविकलं,164.025,165.880
pm21-30,कामुकत्वस्य,165.880,167.615
pm21-30,लब्धा,167.615,169.040
pm21-30,तीरोपान्तस्तनितसुभगं,169.040,173.845
pm21-30,पास्यसि,173.845,174.790
pm21-30,स्वादु,174.790,176.190
pm21-30,यस्मात्,176.190,178.200
pm21-30,सभ्रूभङ्गं,178.200,179.990
pm21-30,मुखमिव,179.990,180.945
pm21-30,पयो,180.945,182.285
pm21-30,वेत्रवत्याश्चलोर्मि,182.285,187.520
pm21-30,नीचैराख्यं,187.520,189.795
pm21-30,गिरिमधिवसेः,189.795,192.020
pm21-30,तत्र,192.020,192.850
pm21-30,विश्रामहेतोः,192.850,196.000
pm21-30,त्वत्सम्पर्कात्,196.000,198.390
pm21-30,पुलकितमिव,198.390,199.440
pm21-30,प्रौढपुष्पैः,199.440,202.460
pm21-30,कदम्बैः,202.460,204.580
pm21-30,यः,204.580,204.885
pm21-30,पण्यस्त्रीरतिपरिमलोद्गारिभिः,204.885,210.465
pm21-30,नागराणाम्,210.465,211.520
pm21-30,उद्दामानि,211.520,212.555
pm21-30,प्रथयति,212.555,214.870
pm21-30,शिलावेश्मभिर्,214.870,216.840
pm21-30,यौवनानि,216.840,221.720
pm21-30,विश्रान्तः,221.720,223.165
pm21-30,सन्,223.165,223.835
pm21-30,व्रज,223.835,225.160
pm21-30,वननदीतीरजातानि,225.160,228.730
pm21-30,सिञ्चन्,228.730,230.780
pm21-30,उद्यानानां,230.780,232.705
pm21-30,नवजलकणैः,232.705,235.305
pm21-30,यूथिकाजालकानि,235.305,239.040
pm21-30,गण्डस्वेदापनयनरुजाक्लान्तकर्णोत्पलानां,239.040,247.480
pm21-30,छायादानात्,247.480,250.110
pm21-30,क्षणपरिचितः,250.110,252.960
pm21-30,पुष्पलावीमुखानाम्,252.960,258.540
pm21-30,वक्रः,258.540,259.240
pm21-30,पन्था,259.240,260.495
pm21-30,यदपि,260.495,261.170
pm21-30,भवतः,261.170,262.355
pm21-30,प्रस्थितस्योत्तराशां,262.355,266.620
pm21-30,सौधोत्सङ्गप्रणयविमुखः,266.620,271.020
pm21-30,मा,271.020,271.405
pm21-30,स्म,271.405,271.700
pm21-30,भूरुज्जयिन्याः,271.700,275.980
pm21-30,विद्युद्दामस्फुरितचकितैः,275.980,280.395
pm21-30,यत्र,280.395,280.590
pm21-30,पौराङ्गनानां,280.590,283.600
pm21-30,लोलापाङ्गैर्यदि,283.600,286.030
pm21-30,न,286.030,286.240
pm21-30,रमसे,286.240,287.760
pm21-30,लोचनैर्वञ्चितः,287.760,290.120
pm21-30,स्याः,290.120,292.400
pm21-30,वीचिक्षोभस्तनितविहगश्रेणिकाञ्चीगुणायाः,292.400,300.560
pm21-30,संसर्पन्त्याः,300.560,302.010
pm21-30,स्खलितसुभगं,302.010,305.245
pm21-30,दर्शितावर्तनाभेः,305.245,309.720
pm21-30,निर्विन्ध्यायाः,309.720,311.690
pm21-30,पथि,311.690,312.425
pm21-30,भव,312.425,313.280
pm21-30,रसाभ्यन्तरः,313.280,314.770
pm21-30,सन्निपत्य,314.770,317.540
pm21-30,स्त्रीणामाद्यं,317.540,319.830
pm21-30,प्रणयवचनं,319.830,322.040
pm21-30,विभ्रमो,322.040,323.605
pm21-30,हि,323.605,324.885
pm21-30,प्रियेषु,324.885,328.040
pm21-30,वेणीभूतप्रतनुसलिला,328.040,331.470
pm21-30,तामतीतस्य,331.470,333.945
pm21-30,सिन्धुः,333.945,335.800
pm21-30,पाण्डुच्छाया,335.800,337.735
pm21-30,तटरुहतरुभ्रंशिभिर्जीर्णपर्णैः,337.735,343.860
pm21-30,सौभाग्यं,343.860,345.460
pm21-30,ते,345.460,346.005
pm21-30,सुभग,346.005,347.440
pm21-30,विरहावस्थया,347.440,350.090
pm21-30,व्यञ्जयन्ती,350.090,352.040
pm21-30,कार्श्यं,352.040,353.605
pm21-30,येन,353.605,354.080
pm21-30,त्यजति,354.080,355.325
pm21-30,विधिना,355.325,356.245
pm21-30,स,356.245,357.030
pm21-30,त्वयैवोपपाद्यः,357.030,361.260
pm21-30,प्राप्यावन्तीन्,361.260,364.295
pm21-30,उदयनकथाकोविदग्रामवृद्धान्,364.295,370.000
pm21-30,पूर्वोद्दिष्टामनुसर,370.000,373.095
pm21-30,पुरीं,373.095,373.710
pm21-30,श्रीविशालां,373.710,376.520
pm21-30,विशालाम्,376.520,378.920
pm21-30,स्वल्पीभूते,378.920,381.180
pm21-30,सुचरितफले,381.180,382.915
pm21-30,स्वर्गिणां,382.915,384.755
pm21-30,गां,384.755,385.345
pm21-30,गतानां,385.345,387.420
pm21-30,शेषैः,387.420,388.500
pm21-30,पुण्यैर्हृतम्,388.500,390.735
pm21-30,इव,390.735,391.065
pm21-30,दिवः,391.065,391.740
pm21-30,कान्तिमत्खण्डमेकम्,391.740,396.360
pm31-40,दीर्घीकुर्वन्,0.000,2.635
pm31-40,पटु,2.635,3.085
pm31-40,मदकलं,3.085,4.350
pm31-40,कूजितं,4.350,6.320
pm31-40,सारसानां,6.320,8.800
pm31-40,प्रत्यूषेषु,8.800,10.890
pm31-40,स्फुटितकमलामोदमैत्रीकषायः,10.890,17.440
pm31-40,यत्र,17.440,18.030
pm31-40,स्त्रीणां,18.030,19.705
pm31-40,हरति,19.705,20.705
pm31-40,सुरतग्लानिमङ्गानुकूलः,20.705,25.300
pm31-40,शिप्रावातः,25.300,27.605
pm31-40,प्रियतम,27.605,28.865
pm31-40,इव,28.865,29.060
pm31-40,प्रार्थनाचाटुकारः,29.060,35.500
pm31-40,हारांस्तारान्,35.500,37.620
pm31-40,तरलगुटिकान्,37.620,39.440
pm31-40,कोटिशः,39.440,40.555
pm31-40,शङ्कशुक्तीः,40.555,43.620
pm31-40,शष्पश्यामान्,43.620,46.015
pm31-40,मरकतमणीन्,46.015,48.220
pm31-40,उन्मयूखप्ररोहान्,48.220,52.400
pm31-40,दृष्ट्वा,52.400,53.240
pm31-40,यस्यां,53.240,54.410
pm31-40,विपणिरचितान्,54.410,56.640
pm31-40,विद्रुमाणां,56.640,58.710
pm31-40,च,58.710,58.945
pm31-40,भङ्गान्,58.945,60.360
pm31-40,संलक्ष्यन्ते,60.360,62.410
pm31-40,सलिलनिधयः,62.410,64.410
pm31-40,तोयमात्रावशेषाः,64.410,69.440
pm31-40,प्रद्योतस्य,69.440,70.955
pm31-40,प्रियदुहितरं,70.955,72.975
pm31-40,वत्सराजोऽत्र,72.975,75.320
pm31-40,जह्रे,75.320,76.640
pm31-40,हैमं,76.640,77.780
pm31-40,तालद्रुमवनमभूद्,77.780,80.655
pm31-40,अत्र,80.655,81.275
pm31-40,तस्यैव,81.275,83.450
pm31-40,राज्ञः,83.450,84.600
pm31-40,अत्रोद्भ्रान्तः,84.600,86.465
pm31-40,किल,86.465,87.245
pm31-40,नलगिरिः,87.245,88.595
pm31-40,स्तम्भमुत्पाट्य,88.595,90.705
pm31-40,दर्पाद्,90.705,92.360
pm31-40,इत्यागन्तून्,92.360,93.985
pm31-40,रमयति,93.985,94.660
pm31-40,जनो,94.660,95.415
pm31-40,यत्र,95.415,97.685
pm31-40,बन्धूनभिज्ञः,97.685,99.240
pm31-40,पत्रश्यामाः,99.240,102.185
pm31-40,दिनकरहयस्पर्धिनो,102.185,105.405
pm31-40,यत्र,105.405,106.390
pm31-40,वाहाः,106.390,107.900
pm31-40,शैलोदग्राः,107.900,110.195
pm31-40,त्वमिव,110.195,110.775
pm31-40,करिणः,110.775,111.965
pm31-40,वृष्टिमन्तः,111.965,113.620
pm31-40,प्रभेदात्,113.620,116.260
pm31-40,योधाग्रण्यः,116.260,117.950
pm31-40,प्रतिदशमुखं,117.950,119.735
pm31-40,संयुगे,119.735,121.485
pm31-40,तस्थिवांसः,121.485,123.300
pm31-40,प्रत्यादिष्टाभरणरुचयः,123.300,127.195
pm31-40,चन्द्रहासव्रणाङ्कैः,127.195,132.280
pm31-40,जालोद्गीर्णैः,132.280,135.740
pm31-40,उपचितवपुः,135.740,137.395
pm31-40,केशसंस्कारधूपैः,137.395,141.760
pm31-40,बन्धुप्रीत्या,141.760,143.855
pm31-40,भवनशिखिभिः,143.855,146.285
pm31-40,दत्तनृत्योपहारः,146.285,150.700
pm31-40,हर्म्येष्वस्याः,150.700,153.300
pm31-40,कुसुमसुरभिषु,153.300,155.190
pm31-40,अध्वखेदं,155.190,157.690
pm31-40,नयेथाः,157.690,159.660
pm31-40,लक्ष्मीं,159.660,160.590
pm31-40,पश्यन्,160.590,162.460
pm31-40,ललितवनितापादरागाङ्कितेषु,162.460,168.740
pm31-40,भर्तुः,168.740,169.705
pm31-40,कण्ठच्छविरिति,169.705,171.430
pm31-40,गणैः,171.430,172.745
pm31-40,सादरं,172.745,174.400
pm31-40,वीक्ष्यमाणः,174.400,176.480
pm31-40,पुण्यं,176.480,177.480
pm31-40,यायाः,177.480,178.980
pm31-40,त्रिभुवनगुरोर्धाम,178.980,181.925
pm31-40,चण्डीश्वरस्य,181.925,185.120
pm31-40,धूतोद्यानं,185.120,187.275
pm31-40,कुवलयरजोगन्धिभिः,187.275,190.265
pm31-40,गन्धवत्याः,190.265,193.320
pm31-40,तोयक्रीडानिरतयुवतिस्नानतिक्तैः,193.320,198.785
pm31-40,मरुद्भिः,198.785,202.000
pm31-40,अप्यन्यस्मिन्,202.000,203.875
pm31-40,जलधर,203.875,205.140
pm31-40,महाकालमासाद्य,205.140,207.995
pm31-40,काले,207.995,209.580
pm31-40,स्थातव्यं,209.580,211.000
pm31-40,ते,211.000,211.585
pm31-40,नयनविषयं,211.585,213.750
pm31-40,यावदत्येति,213.750,215.855
pm31-40,भानुः,215.855,217.600
pm31-40,कुर्वन्,217.600,219.100
