Adhyaya,Pada,Word,Word Start,Word End
1,1,प्रथमः,221.775,222.535
1,1,पादः,222.535,224.160
1,2,अथ,0.000,1.455
1,2,द्वितीयः,1.455,1.870
1,2,पादः,1.870,3.520
1,2,गाङ्कुटादिभ्योऽञ्णिन्ङित्,3.520,6.380
1,2,विज,6.380,6.865
1,2,इट्,6.865,7.940
1,2,विभाषोर्णोः,7.940,10.380
1,2,सार्वधातुकमपित्,10.380,12.900
1,2,असंयोगाल्लिट्,12.900,14.335
1,2,कित्,14.335,15.580
1,2,इन्धिभवतिभ्यां,15.580,17.095
1,2,च,17.095,18.340
1,2,मृडमृदगुधकुषक्लिशवदवसः,18.340,21.610
1,2,क्त्वा,21.610,23.180
1,2,रुदविदमुषग्रहिस्वपिप्रच्छः,23.180,26.445
1,2,सँश्च,26.445,27.940
1,2,इको,27.940,28.335
1,2,झल्,28.335,29.660
1,2,हलन्ताच्च,29.660,31.940
1,2,लिङ्सिचावात्मनेपदेषु,31.940,35.380
1,2,उश्च,35.380,35.760
1,2,वा,35.760,36.935
1,2,गमः,36.935,38.980
1,2,हनः,38.980,39.380
1,2,सिच्,39.380,40.800
1,2,यमो,40.800,41.295
1,2,गन्धने,41.295,42.940
1,2,विभाषोपयमने,42.940,45.640
1,2,स्था,45.640,46.160
1,2,घ्वोरिच्च,46.160,47.360
1,2,न,47.360,48.760
1,2,क्त्वा,48.760,49.310
1,2,सेट्,49.310,50.840
1,2,निष्ठा,50.840,51.555
1,2,शीङ्स्विदिमिदिक्ष्विदिधृषः,51.555,55.020
1,2,मृषस्तितिक्षायाम्,55.020,57.640
1,2,उदुपधाद्भावादिकर्मणोरन्यतरस्याम्,57.640,62.100
1,2,पूङः,62.100,62.620
1,2,क्त्वा,62.620,63.245
1,2,च,63.245,65.000
1,2,नोपधात्थफान्ताद्वा,65.000,68.600
1,2,वञ्चिलुञ्च्यृतश्च,68.600,70.980
1,2,तृषिमृषिकृशेः,70.980,72.410
1,2,काश्यपस्य,72.410,74.900
1,2,रलो,74.900,75.265
1,2,व्युपधाद्धलादेः,75.265,77.480
1,2,संश्च,77.480,78.020
1,2,ऊकालोऽज्झ्रस्वदीर्घप्लुतः,78.020,81.120
1,2,अचश्च,81.120,84.400
1,2,उच्चैरुदात्तः,84.400,86.960
1,2,नीचैरनुदात्तः,86.960,89.680
1,2,समाहारः,89.680,90.860
1,2,स्वरितः,90.860,92.320
1,2,तस्यादित,92.320,93.400
1,2,उदात्तमर्धह्रस्वम्,93.400,96.460
1,2,एकश्रुति,96.460,97.085
1,2,दूरात्,97.085,97.900
1,2,सम्बुद्धौ,97.900,99.820
1,2,यज्ञकर्मण्यजपन्यूङ्खसामसु,99.820,103.340
1,2,उच्चैस्तरां,103.340,104.615
1,2,वा,104.615,105.015
1,2,वषट्कारः,105.015,107.180
1,2,विभाषा,107.180,108.235
1,2,छन्दसि,108.235,109.760
1,2,न,109.760,109.860
1,2,सुब्रह्मण्यायां,109.860,111.345
1,2,स्वरितस्य,111.345,111.920
1,2,तूदात्तः,111.920,113.980
1,2,देवब्रह्मणोरनुदात्तः,113.980,117.180
1,2,स्वरितात्,117.180,118.010
1,2,संहितायामनुदात्तानाम्,118.010,121.400
1,2,उदात्तस्वरितपरस्य,121.400,123.010
1,2,सन्नतरः,123.010,124.760
1,2,अपृक्त,124.760,125.525
1,2,एकाल्,125.525,126.115
1,2,प्रत्ययः,126.115,127.540
1,2,तत्पुरुषः,127.540,128.795
1,2,समानाधिकरणः,128.795,129.980
1,2,कर्मधारयः,129.980,131.780
1,2,प्रथमानिर्दिष्टं,131.780,133.720
1,2,समास,133.720,134.235
1,2,उपसर्जनम्,134.235,136.360
1,2,एकविभक्ति,136.360,137.250
1,2,चापूर्वनिपाते,137.250,139.700
1,2,अर्थवदधातुरप्रत्ययः,139.700,141.690
1,2,प्रातिपदिकम्,141.690,143.400
1,2,कृत्तद्धितसमासाश्च,143.400,147.020
1,2,ह्रस्वो,147.020,147.660
1,2,नपुंसके,147.660,148.400
1,2,प्रातिपदिकस्य,148.400,150.780
1,2,गोस्त्रियोरुपसर्जनस्य,150.780,154.640
1,2,लुक्,154.640,155.045
1,2,तद्धितलुकि,155.045,156.940
1,2,इद्गोण्याः,156.940,159.240
1,2,लुपि,159.240,159.535
1,2,युक्तवद्व्यक्तिवचने,159.535,162.060
1,2,विशेषणानां,162.060,163.165
1,2,चाजातेः,163.165,165.280
1,2,तदशिष्यं,165.280,166.470
1,2,संज्ञाप्रमाणत्वात्,166.470,169.520
1,2,लुब्योगाप्रख्यानात्,169.520,172.760
1,2,योगप्रमाणे,172.760,174.055
1,2,च,174.055,174.295
1,2,तदभावेऽदर्शनं,174.295,175.675
1,2,स्यात्,175.675,176.840
1,2,प्रधानप्रत्ययार्थवचनमर्थस्यान्यप्रमाणत्वात्,176.840,182.160
1,2,कालोपसर्जने,182.160,184.020
1,2,च,184.020,184.170
1,2,तुल्यम्,184.170,185.300
1,2,जात्याख्यायामेकस्मिन्,185.300,188.065
1,2,बहुवचनमन्यतरस्याम्,188.065,190.860
1,2,अस्मदो,190.860,192.320
1,2,द्वयोश्च,192.320,193.660
1,2,फल्गुनीप्रोष्ठपदानां,193.660,195.860
1,2,च,195.860,196.035
1,2,नक्षत्रे,196.035,197.460
1,2,छन्दसि,197.460,198.355
1,2,पुनर्वस्वोरेकवचनम्,198.355,200.840
1,2,विशाखयोश्च,200.840,203.260
1,2,तिष्यपुनर्वस्वोर्नक्षत्रद्वन्द्वे,203.260,206.110
1,2,बहुवचनस्य,206.110,207.000
1,2,द्विवचनं,207.000,207.700
1,2,नित्यम्,207.700,208.960
1,2,सरूपाणामेकशेष,208.960,211.395
1,2,एकविभक्तौ,211.395,213.500
1,2,वृद्धो,213.500,214.105
1,2,यूना,214.105,214.640
1,2,तल्लक्षणश्चेदेव,214.640,216.145
1,2,विशेषः,216.145,217.440
1,2,स्त्री,217.440,218.160
1,2,पुंवच्च,218.160,219.840
1,2,पुमान्,219.840,220.460
1,2,स्त्रिया,220.460,221.760
1,2,भ्रातृपुत्रौ,221.760,223.200
1,2,स्वसृदुहितृभ्याम्,223.200,225.520
1,2,नपुंसकमनपुंसकेनैकवच्चास्यान्यतरस्याम्,225.520,230.020
1,2,पिता,230.020,230.795
1,2,मात्रा,230.795,232.180
1,2,श्वशुरः,232.180,232.755
1,2,श्वश्र्वा,232.755,234.180
1,2,त्यदादीनि,234.180,235.195
1,2,सर्वैर्नित्यम्,235.195,237.200
1,2,ग्राम्यपशुसंघेष्वतरुणेषु,237.200,239.590
1,2,स्त्री,239.590,241.560
1,2,गाङ्कुटादि-उदुपधाद्-अपृक्तः-छन्दसिपुनर्वस्वोस्-त्रयोदश,241.560,247.240
1,2,इति,247.240,247.425
1,2,द्वितीयः,247.425,248.280
1,2,पादः,248.280,250.320
1,3,अथ,0.000,0.775
1,3,तृतीयः,0.775,1.505
1,3,पादः,1.505,3.400
1,3,भूवादयो,3.400,4.510
1,3,धातवः,4.510,6.420
1,3,उपदेशेऽजनुनासिक,6.420,8.175
1,3,इत्,8.175,9.340
1,3,हलन्त्यम्,9.340,11.080
1,3,न,11.080,11.260
1,3,विभक्तौ,11.260,12.115
1,3,तुस्माः,12.115,14.200
1,3,आदिर्ञिटुडवः,14.200,16.580
1,3,षः,16.580,16.845
1,3,प्रत्ययस्य,16.845,18.660
1,3,चुटू,18.660,20.700
1,3,लशक्वतद्धिते,20.700,23.000
1,3,तस्य,23.000,23.770
1,3,लोपः,23.770,25.300
1,3,यथासंख्यमनुदेशः,25.300,27.275
1,3,समानाम्,27.275,29.200
1,3,स्वरितेनाधिकारः,29.200,31.820
1,3,अनुदात्तङित,31.820,32.955
1,3,आत्मनेपदम्,32.955,35.420
1,3,भावकर्मणोः,35.420,37.520
1,3,कर्तरि,37.520,38.370
1,3,कर्मव्यतिहारे,38.370,40.820
1,3,न,40.820,40.965
1,3,गतिहिंसार्थेभ्यः,40.965,43.960
1,3,इतरेतरान्योन्योपपदाच्च,43.960,48.000
1,3,नेर्विशः,48.000,49.600
1,3,परिव्यवेभ्यः,49.600,51.225
1,3,क्रियः,51.225,52.680
1,3,विपराभ्यां,52.680,56.020
1,3,जेः,56.020,56.320
1,3,आङो,56.320,56.615
1,3,दोऽनास्यविहरणे,56.615,58.660
1,3,क्रीडोऽनुसम्परिभ्यश्च,58.660,62.020
1,3,समवप्रविभ्यः,62.020,63.625
1,3,स्थः,63.625,64.540
1,3,प्रकाशनस्थेयाख्ययोश्च,64.540,67.680
1,3,उदोऽनूर्ध्वकर्मणि,67.680,71.060
1,3,उपान्मन्त्रकरणे,71.060,73.620
1,3,अकर्मकाच्च,73.620,75.940
1,3,उद्विभ्यां,75.940,76.965
1,3,तपः,76.965,78.560
1,3,आङो,78.560,79.400
1,3,यमहनः,79.400,81.080
1,3,समो,81.080,81.690
1,3,गम्यृच्छिप्रच्छिस्वरत्यर्तिश्रुविदिभ्यः,81.690,86.340
1,3,निसमुपविभ्यो,86.340,88.025
1,3,ह्वः,88.025,89.200
1,3,स्पर्द्धायामाङः,89.200,92.060
1,3,गन्धनावक्षेपणसेवनसाहसिक्यप्रतियत्नप्रकथनोपयोगेषु,92.060,98.870
1,3,कृञः,98.870,100.220
1,3,अधेः,100.220,100.910
1,3,प्रसहने,100.910,102.740
1,3,वेः,102.740,103.365
1,3,शब्दकर्मणः,103.365,105.560
1,3,अकर्मकाच्च,105.560,107.740
1,3,सम्माननोत्सञ्जनाचार्यकरणज्ञानभृतिविगणनव्ययेषु,107.740,113.965
1,3,नियः,113.965,115.020
1,3,कर्तृस्थे,115.020,116.415
1,3,चाशरीरे,116.415,117.435
1,3,कर्मणि,117.435,118.960
1,3,वृत्तिसर्गतायनेषु,118.960,120.795
1,3,क्रमः,120.795,122.240
1,3,उपपराभ्याम्,122.240,124.520
1,3,आङ,124.520,125.090
1,3,उद्गमने,125.090,127.360
1,3,वेः,127.360,127.940
1,3,पादविहरणे,127.940,129.760
1,3,प्रोपाभ्यां,129.760,131.640
1,3,समर्थाभ्याम्,131.640,134.060
1,3,अनुपसर्गाद्वा,134.060,136.640
1,3,अपह्नवे,136.640,137.690
1,3,ज्ञः,137.690,139.740
1,3,अकर्मकाच्च,139.740,141.160
1,3,सम्प्रतिभ्यामनाध्याने,141.160,144.380
1,3,भासनोपसम्भाषाज्ञानयत्नविमत्युपमन्त्रणेषु,144.380,150.240
1,3,वदः,150.240,151.200
1,3,व्यक्तवाचां,151.200,152.935
1,3,समुच्चारणे,152.935,155.080
1,3,अनोरकर्मकात्,155.080,157.320
1,3,विभाषा,157.320,158.290
1,3,विप्रलापे,158.290,160.560
1,3,अवाद्ग्रः,160.560,162.300
1,3,समः,162.300,162.985
1,3,प्रतिज्ञाने,162.985,164.820
1,3,उदश्चरः,164.820,165.665
1,3,सकर्मकात्,165.665,167.600
1,3,समस्तृतीयायुक्तात्,167.600,170.760
1,3,दाणश्च,170.760,171.410
1,3,सा,171.410,171.870
1,3,चेच्चतुर्थ्यर्थे,171.870,174.540
1,3,उपाद्यमः,174.540,175.575
1,3,स्वकरणे,175.575,177.280
1,3,ज्ञाश्रुस्मृदृशां,177.280,179.220
1,3,सनः,179.220,180.500
1,3,नानोर्ज्ञः,180.500,182.220
1,3,प्रत्याङ्भ्यां,182.220,184.055
1,3,श्रुवः,184.055,185.380
1,3,शदेः,185.380,186.165
1,3,शितः,186.165,187.520
1,3,म्रियतेर्लुङ्लिङोश्च,187.520,189.600
1,3,पूर्ववत्,189.600,191.345
1,3,सनः,191.345,193.000
1,3,आम्प्रत्ययवत्,193.000,194.410
1,3,कृञोऽनुप्रयोगस्य,194.410,196.940
1,3,प्रोपाभ्यां,196.940,198.475
1,3,युजेरयज्ञपात्रेषु,198.475,201.220
1,3,समः,201.220,202.465
1,3,क्ष्णुवः,202.465,203.760
1,3,भुजोऽनवने,203.760,205.540
1,3,णेरणौ,205.540,206.805
1,3,यत्कर्म,206.805,207.465
1,3,णौ,207.465,207.825
1,3,चेत्,207.825,208.330
1,3,स,208.330,208.490
1,3,कर्ताऽनाध्याने,208.490,211.400
1,3,भीस्म्योर्हेतुभये,211.400,214.080
1,3,गृधिवञ्च्योः,214.080,215.375
1,3,प्रलम्भने,215.375,217.240
1,3,लियः,217.240,217.710
1,3,सम्माननशालीनीकरणयोश्च,217.710,220.460
1,3,मिथ्योपपदात्,220.460,223.105
1,3,कृञोऽभ्यासे,223.105,225.260
1,3,स्वरितञितः,225.260,226.620
1,3,कर्त्रभिप्राये,226.620,228.155
1,3,क्रियाफले,228.155,229.620
1,3,अपाद्वदः,229.620,231.600
1,3,णिचश्च,231.600,233.300
1,3,समुदाङ्भ्यो,233.300,234.600
1,3,यमोऽग्रन्थे,234.600,236.840
1,3,अनुपसर्गाज्ज्ञः,236.840,238.940
1,3,विभाषोपपदेन,238.940,240.820
1,3,प्रतीयमाने,240.820,242.840
1,3,शेषात्,242.840,244.175
1,3,कर्तरि,244.175,244.680
1,3,परस्मैपदम्,244.680,246.680
1,3,अनुपराभ्यां,246.680,248.145
1,3,कृञः,248.145,249.620
1,3,अभिप्रत्यतिभ्यः,249.620,251.460
1,3,क्षिपः,251.460,252.460
1,3,प्राद्वहः,252.460,254.520
1,3,परेर्मृषः,254.520,256.680
1,3,व्याङ्परिभ्यो,256.680,257.990
1,3,रमः,257.990,259.360
1,3,उपाच्च,259.360,260.920
1,3,विभाषाऽकर्मकात्,260.920,263.660
1,3,बुधयुधनशजनेङ्प्रुद्रुस्रुभ्यो,263.660,267.310
1,3,णेः,267.310,268.500
1,3,निगरणचलनार्थेभ्यश्च,268.500,271.160
1,3,अणावकर्मकाच्चित्तवत्कर्तृकात्,271.160,276.360
1,3,न,276.360,276.655
1,3,पादम्याङ्यमाङ्यसपरिमुहरुचिनृतिवदवसः,276.655,282.980
1,3,वा,282.980,283.585
1,3,क्यषः,283.585,284.600
1,3,द्युद्भ्यो,284.600,285.560
1,3,लुङि,285.560,286.440
1,3,वृद्भ्यः,286.440,287.370
1,3,स्यसनोः,287.370,288.940
1,3,लुटि,288.940,289.380
1,3,च,289.380,289.580
1,3,कॢपः,289.580,291.640
1,3,भूवादयः-क्रीडोऽनु-वेःपाद-म्रियतेः-प्राद्वहस्-त्रयोदश,291.640,298.360
1,3,इति,298.360,298.560
1,3,तृतीयः,298.560,299.260
1,3,पादः,299.260,301.320
1,4,अथ,0.000,1.305
1,4,चतुर्थः,1.305,2.030
1,4,पादः,2.030,2.320
1,4,आ,2.320,3.565
1,4,कडारादेका,3.565,5.905
1,4,संज्ञा,5.905,7.660
1,4,विप्रतिषेधे,7.660,8.890
1,4,परं,8.890,9.420
1,4,कार्यम्,9.420,11.280
1,4,यू,11.280,11.595
1,4,स्त्र्याख्यौ,11.595,12.900
1,4,नदी,12.900,14.440
1,4,नेयङुवङ्स्थानावस्त्री,14.440,18.200
1,4,वाऽऽमि,18.200,19.980
1,4,ङिति,19.980,20.240
1,4,ह्रस्वश्च,20.240,22.360
1,4,शेषो,22.360,23.225
1,4,घ्यसखि,23.225,24.520
1,4,पतिः,24.520,25.315
1,4,समास,25.315,26.095
1,4,एव,26.095,27.660
1,4,षष्ठीयुक्तश्छन्दसि,27.660,29.690
1,4,वा,29.690,31.160
1,4,ह्रस्वं,31.160,31.845
1,4,लघु,31.845,33.040
1,4,संयोगे,33.040,34.000
1,4,गुरु,34.000,35.100
1,4,दीर्घं,35.100,36.015
1,4,च,36.015,37.280
1,4,यस्मात्,37.280,38.085
1,4,प्रत्ययविधिस्तदादि,38.085,39.600
1,4,प्रत्ययेऽङ्गम्,39.600,42.220
1,4,सुप्तिङन्तं,42.220,43.320
1,4,पदम्,43.320,44.840
1,4,नः,44.840,45.045
1,4,क्ये,45.045,46.560
1,4,सिति,46.560,46.910
1,4,च,46.910,48.000
1,4,स्वादिष्वसर्वनामस्थाने,48.000,51.920
1,4,यचि,51.920,52.230
1,4,भम्,52.230,53.100
1,4,तसौ,53.100,54.240
1,4,मत्वर्थे,54.240,56.440
1,4,अयस्मयादीनि,56.440,58.050
1,4,च्छन्दसि,58.050,59.760
1,4,बहुषु,59.760,60.275
1,4,बहुवचनम्,60.275,62.120
1,4,द्व्येकयोर्द्विवचनैकवचने,62.120,64.980
1,4,कारके,64.980,67.160
1,4,ध्रुवमपायेऽपादानम्,67.160,70.040
1,4,भीत्रार्थानां,70.040,71.755
1,4,भयहेतुः,71.755,73.320
1,4,पराजेरसोढः,73.320,76.060
1,4,वारणार्थानामीप्सितः,76.060,79.520
1,4,अन्तर्द्धौ,79.520,80.425
1,4,येनादर्शनमिच्छति,80.425,83.200
1,4,आख्यातोपयोगे,83.200,86.380
1,4,जनिकर्तुः,86.380,87.155
1,4,प्रकृतिः,87.155,89.000
1,4,भुवः,89.000,89.340
1,4,प्रभवः,89.340,90.740
1,4,कर्मणा,90.740,91.975
1,4,यमभिप्रैति,91.975,93.120
1,4,स,93.120,93.270
1,4,सम्प्रदानम्,93.270,95.240
1,4,रुच्यर्थानां,95.240,96.480
1,4,प्रीयमाणः,96.480,98.720
1,4,श्लाघह्नुङ्स्थाशपां,98.720,100.820
1,4,ज्ञीप्स्यमानः,100.820,103.300
1,4,धारेरुत्तमर्णः,103.300,105.720
1,4,स्पृहेरीप्सितः,105.720,107.980
1,4,क्रुधद्रुहेर्ष्याऽसूयार्थानां,107.980,111.745
1,4,यं,111.745,111.970
1,4,प्रति,111.970,112.315
1,4,कोपः,112.315,113.800
1,4,क्रुधद्रुहोरुपसृष्टयोः,113.800,115.790
1,4,कर्म,115.790,117.480
1,4,राधीक्ष्योर्यस्य,117.480,119.155
1,4,विप्रश्नः,119.155,120.500
1,4,प्रत्याङ्भ्यां,120.500,122.535
1,4,श्रुवः,122.535,122.880
1,4,पूर्वस्य,122.880,123.710
1,4,कर्ता,123.710,125.460
1,4,अनुप्रतिगृणश्च,125.460,126.620
1,4,साधकतमं,126.620,128.895
1,4,करणम्,128.895,130.580
1,4,दिवः,130.580,130.895
1,4,कर्म,130.895,131.530
1,4,च,131.530,132.240
1,4,परिक्रयणे,132.240,133.785
1,4,सम्प्रदानमन्यतरस्याम्,133.785,136.880
1,4,आधारोऽधिकरणम्,136.880,139.300
1,4,अधिशीङ्स्थाऽऽसां,139.300,141.005
1,4,कर्म,141.005,142.600
1,4,अभिनिविशश्च,142.600,144.780
1,4,उपान्वध्याङ्वसः,144.780,147.320
1,4,कर्तुरीप्सिततमं,147.320,149.390
1,4,कर्म,149.390,150.480
1,4,तथायुक्तं,150.480,151.965
1,4,चानीप्सितम्,151.965,154.200
1,4,अकथितं,154.200,155.145
1,4,च,155.145,156.040
1,4,गतिबुद्धिप्रत्यवसानार्थशब्दकर्माकर्मकाणामणि,156.040,161.520
1,4,कर्ता,161.520,162.160
1,4,स,162.160,162.300
1,4,णौ,162.300,163.640
1,4,हृक्रोरन्यतरस्याम्,163.640,166.520
1,4,स्वतन्त्रः,166.520,167.230
1,4,कर्ता,167.230,168.680
1,4,तत्प्रयोजको,168.680,170.255
1,4,हेतुश्च,170.255,171.180
1,4,प्राग्रीश्वरान्निपाताः,171.180,174.880
1,4,चादयोऽसत्त्वे,174.880,177.420
1,4,प्रादयः,177.420,179.700
1,4,उपसर्गाः,179.700,180.690
1,4,क्रियायोगे,180.690,183.140
1,4,गतिश्च,183.140,184.740
1,4,ऊर्यादिच्विडाचश्च,184.740,187.660
1,4,अनुकरणं,187.660,188.490
1,4,चानितिपरम्,188.490,190.220
1,4,आदरानादरयोः,190.220,191.840
1,4,सदसती,191.840,193.500
1,4,भूषणेऽलम्,193.500,195.600
1,4,अन्तरपरिग्रहे,195.600,197.660
1,4,कणेमनसी,197.660,199.015
1,4,श्रद्धाप्रतीघाते,199.015,201.380
1,4,पुरोऽव्ययम्,201.380,203.880
1,4,अस्तं,203.880,204.480
1,4,च,204.480,205.420
1,4,अच्छ,205.420,205.985
1,4,गत्यर्थवदेषु,205.985,208.400
1,4,अदोऽनुपदेशे,208.400,210.560
1,4,तिरोऽन्तर्द्धौ,210.560,212.700
1,4,विभाषा,212.700,213.940
1,4,कृञि,213.940,214.700
1,4,उपाजेऽन्वाजे,214.700,217.480
1,4,साक्षात्प्रभृतीनि,217.480,219.625
1,4,च,219.625,220.780
1,4,अनत्याधान,220.780,222.140
1,4,उरसिमनसी,222.140,223.540
1,4,मध्ये,223.540,224.365
1,4,पदे,224.365,224.775
1,4,निवचने,224.775,225.450
1,4,च,225.450,226.760
1,4,नित्यं,226.760,227.390
1,4,हस्ते,227.390,227.940
1,4,पाणावुपयमने,227.940,229.900
1,4,प्राध्वं,229.900,231.300
1,4,बन्धने,231.300,232.640
1,4,जीविकोपनिषदावौपम्ये,232.640,235.940
1,4,ते,235.940,236.860
1,4,प्राग्धातोः,236.860,238.980
1,4,छन्दसि,238.980,239.835
1,4,परेऽपि,239.835,241.220
1,4,व्यवहिताश्च,241.220,242.540
1,4,कर्मप्रवचनीयाः,242.540,246.520
1,4,अनुर्लक्षणे,246.520,248.380
1,4,तृतीयार्थे,248.380,250.820
1,4,हीने,250.820,252.720
1,4,उपोऽधिके,252.720,253.660
1,4,च,253.660,254.520
1,4,अपपरी,254.520,255.665
1,4,वर्जने,255.665,257.080
1,4,आङ्,257.080,258.160
1,4,मर्यादावचने,258.160,260.160
1,4,लक्षणेत्थम्भूताख्यानभागवीप्सासु,260.160,264.500
1,4,प्रतिपर्यनवः,264.500,267.100
1,4,अभिरभागे,267.100,268.900
1,4,प्रतिः,268.900,269.410
