Kanda,Varga,Word,Word Start,Word End
1,1,लेखा,110.655,111.515
1,1,अदितिनन्दनाः,111.515,115.860
1,1,आदित्या,115.860,116.425
1,1,ऋभवोऽस्वप्ना,116.425,118.595
1,1,अमर्त्या,118.595,120.005
1,1,अमृतान्धसः,120.005,122.200
1,1,बर्हिर्मुखाः,122.200,124.490
1,1,क्रतुभुजो,124.490,126.185
1,1,गीर्वाणा,126.185,127.290
1,1,दानवारयः,127.290,129.820
1,1,वृन्दारका,129.820,130.450
1,1,दैवतानि,130.450,132.750
1,1,पुंसि,132.750,133.520
1,1,वा,133.520,133.930
1,1,देवताः,133.930,134.955
1,1,स्त्रियाम्,134.955,136.320
1,1,आदित्यविश्ववसवस्तुषिताभास्वरानिलाः,136.320,144.540
1,1,महाराजिकसाध्याश्च,144.540,146.090
1,1,रुद्राश्च,146.090,148.285
1,1,गणदेवताः,148.285,150.960
1,1,विद्याधराप्सरोयक्षरक्षोगन्धर्वकिन्नराः,150.960,157.020
1,1,पिशाचो,157.020,157.905
1,1,गुह्यकः,157.905,160.415
1,1,सिद्धो,160.415,160.930
1,1,भूतोऽमी,160.930,161.460
1,1,देवयोनयः,161.460,162.680
1,1,असुरा,162.680,164.455
1,1,दैत्यदैतेयदनुजेन्द्रारिदानवाः,164.455,170.840
1,1,शुक्रशिष्या,170.840,171.935
1,1,दितिसुताः,171.935,173.905
1,1,पूर्वदेवाः,173.905,175.410
1,1,सुरद्विषः,175.410,176.400
1,1,सर्वज्ञः,176.400,178.495
1,1,सुगतो,178.495,179.195
1,1,बुद्धो,179.195,179.820
1,1,धर्मराजस्तथागतः,179.820,184.260
1,1,समन्तभद्रो,184.260,185.710
1,1,भगवान्मारजिल्लोकजिज्जिनः,185.710,191.000
1,1,षडभिज्ञो,191.000,191.440
1,1,दशबलोऽद्वयवादी,191.440,195.030
1,1,विनायकः,195.030,197.100
1,1,मुनीन्द्रः,197.100,198.060
1,1,श्रीघनः,198.060,198.890
1,1,शास्ता,198.890,200.940
1,1,मुनिः,200.940,201.270
1,1,शाक्यमुनिस्तु,201.270,202.825
1,1,यः,202.825,204.160
1,1,स,204.160,204.350
1,1,शाक्यसिंहः,204.350,205.595
1,1,सर्वार्थसिद्धः,205.595,208.365
1,1,शौद्धोदनिश्च,208.365,209.700
1,1,सः,209.700,211.380
1,1,गौतमश्चार्कबन्धुश्च,211.380,213.745
1,1,मायादेवीसुतश्च,213.745,216.590
1,1,सः,216.590,218.360
1,1,ब्रह्मात्मभूः,218.360,220.110
1,1,सुरज्येष्ठः,220.110,221.255
1,1,परमेष्ठी,221.255,223.880
1,1,पितामहः,223.880,226.300
1,1,हिरण्यगर्भो,226.300,227.500
1,1,लोकेशः,227.500,229.115
1,1,स्वयम्भूश्चतुराननः,229.115,232.520
1,1,धाताब्जयोनिर्द्रुहिणो,232.520,236.290
1,1,विरिञ्चिः,236.290,236.565
1,1,कमलासनः,236.565,239.040
1,1,स्रष्टा,239.040,240.390
1,1,प्रजापतिर्वेधा,240.390,242.505
1,1,विधाता,242.505,243.435
1,1,विश्वसृड्विधिः,243.435,245.840
1,1,नाभिजन्माण्डजः,245.840,247.760
1,1,पूर्वो,247.760,248.310
1,1,निधनः,248.310,249.160
1,1,कमलोद्भवः,249.160,249.940
1,1,सदानन्दो,249.940,254.015
1,1,रजोमूर्तिः,254.015,256.355
1,1,सत्यको,256.355,257.235
1,1,हंसवाहनः,257.235,259.600
1,1,विष्णुर्नारायणः,259.600,261.475
1,1,कृष्णो,261.475,261.840
1,1,वैकुण्ठो,261.840,264.080
1,1,विष्टरश्रवाः,264.080,265.880
1,1,दामोदरो,265.880,267.780
1,1,हृषीकेशः,267.780,269.880
1,1,केशवो,269.880,270.685
1,1,माधवः,270.685,271.425
1,1,स्वभूः,271.425,273.960
1,1,दैत्यारिः,273.960,274.745
1,1,पुण्डरीकाक्षो,274.745,277.520
1,1,गोविन्दो,277.520,278.200
1,1,गरुडध्वजः,278.200,280.820
1,1,पीताम्बरोऽच्युतः,280.820,282.840
1,1,शार्ङ्गी,282.840,284.600
1,1,विष्वक्सेनो,284.600,286.085
1,1,जनार्दनः,286.085,288.400
1,1,उपेन्द्र,288.400,289.200
1,1,इन्द्रावरजश्चक्रपाणिश्चतुर्भुजः,289.200,294.940
1,1,पद्मनाभो,294.940,296.020
1,1,मधुरिपुर्वासुदेवस्त्रिविक्रमः,296.020,301.120
1,1,देवकीनन्दनः,301.120,302.545
1,1,शौरिः,302.545,304.200
1,1,श्रीपतिः,304.200,305.005
1,1,पुरुषोत्तमः,305.005,307.020
1,1,वनमाली,307.020,308.540
1,1,बलिध्वंसी,308.540,310.415
1,1,कंसारातिरधोक्षजः,310.415,313.920
1,1,विश्वम्भरः,313.920,315.325
1,1,कैटभजिद्विधुः,315.325,317.360
1,1,श्रीवत्सलाञ्छनः,317.360,321.080
1,1,पुराणपुरुषो,321.080,321.740
1,1,यज्ञपुरुषो,321.740,322.800
1,1,नरकान्तकः,322.800,326.200
1,1,जलशायी,326.200,327.230
1,1,विश्वरूपो,327.230,327.865
1,1,मुकुन्दो,327.865,328.125
1,1,मुरमर्दनः,328.125,332.220
1,1,वसुदेवोऽस्य,332.220,333.780
1,1,जनकः,333.780,335.320
1,1,स,335.320,335.515
1,1,एवानकदुन्दुभिः,335.515,338.320
1,1,बलभद्रः,338.320,339.215
1,1,प्रलम्बघ्नो,339.215,341.665
1,1,बलदेवोऽच्युताग्रजः,341.665,344.920
1,1,रेवतीरमणो,344.920,346.195
1,1,रामः,346.195,346.470
1,1,कामपालो,346.470,348.670
1,1,हलायुधः,348.670,351.240
1,1,नीलाम्बरो,351.240,352.835
1,1,रौहिणेयस्तालाङ्को,352.835,355.745
1,1,मुसली,355.745,356.725
1,1,हली,356.725,358.060
1,1,सङ्कर्षणः,358.060,359.125
1,1,सीरपाणिः,359.125,361.330
1,1,कालिन्दीभेदनो,361.330,362.875
1,1,बलः,362.875,363.520
1,1,मदनो,363.520,365.320
1,1,मन्मथो,365.320,366.120
1,1,मारः,366.120,367.135
1,1,प्रद्युम्नो,367.135,368.800
1,1,मीनकेतनः,368.800,370.000
1,1,कन्दर्पो,370.000,371.280
1,1,दर्पकोऽनङ्गः,371.280,373.385
1,1,कामः,373.385,374.925
1,1,पञ्चशरः,374.925,375.965
1,1,स्मरः,375.965,377.600
1,1,शम्बरारिर्मनसिजः,377.600,380.595
1,1,कुसुमेषुरनन्यजः,380.595,383.760
1,1,पुष्पधन्वा,383.760,385.010
1,1,रतिपतिर्मकरध्वज,385.010,387.820
1,1,आत्मभूः,387.820,389.040
1,1,अरविन्दमशोकं,389.040,391.435
1,1,च,391.435,392.510
1,1,चूतं,392.510,393.200
1,1,च,393.200,393.360
1,1,नवमल्लिका,393.360,395.560
1,1,नीलोत्पलं,395.560,396.920
1,1,च,396.920,397.160
1,1,पञ्चैते,397.160,398.635
1,1,पञ्चबाणस्य,398.635,400.200
1,1,सायकाः,400.200,403.360
1,1,उन्मादनस्तापनश्च,403.360,405.420
1,1,शोषणः,405.420,406.150
1,1,स्तम्भनस्तथा,406.150,408.600
1,1,संमोहनश्च,408.600,409.660
1,1,कामस्य,409.660,410.790
1,1,पञ्च,410.790,412.065
1,1,बाणाः,412.065,412.980
1,1,प्रकीर्तिताः,412.980,415.800
1,1,ब्रह्मसूर्विश्वकेतुः,415.800,417.595
1,1,स्यादनिरुद्ध,417.595,420.080
1,1,उषापतिः,420.080,421.940
1,1,लक्ष्मीः,421.940,422.740
1,1,पद्मालया,422.740,424.035
1,1,पद्मा,424.035,424.985
1,1,कमला,424.985,426.405
1,1,श्रीर्हरिप्रिया,426.405,429.280
1,1,इन्दिरा,429.280,429.825
1,1,लोकमाता,429.825,430.270
1,1,मा,430.270,432.145
1,1,क्षीरोदतनया,432.145,434.810
1,1,रमा,434.810,435.080
1,1,भार्गवी,435.080,436.205
1,1,लोकजननी,436.205,438.075
1,1,क्षीरसागरकन्यका,438.075,441.000
1,1,शङ्खो,441.000,441.605
1,1,लक्ष्मीपतेः,441.605,443.395
1,1,पाञ्चजन्यश्चक्रं,443.395,445.510
1,1,सुदर्शनम्,445.510,446.720
1,1,कौमोदकी,446.720,448.695
1,1,गदा,448.695,449.740
1,1,खड्गो,449.740,451.185
1,1,नन्दकः,451.185,451.745
1,1,कौस्तुभो,451.745,452.740
1,1,मणिः,452.740,454.160
1,1,चापः,454.160,454.690
1,1,शार्ङ्गंमुरारेस्तु,454.690,458.060
1,1,श्रीवत्सो,458.060,459.215
1,1,लाञ्छनं,459.215,460.160
1,1,स्मृतम्,460.160,461.420
1,1,अश्वाश्च,461.420,464.220
1,1,शैव्यसुग्रीवमेघपुष्पबलाहकाः,464.220,469.200
1,1,सारथिर्दारुको,469.200,470.925
1,1,मन्त्री,470.925,471.775
1,1,ह्युद्धवश्चानुजो,471.775,474.385
1,1,गदः,474.385,476.200
1,1,गरुत्मान्गरुडस्तार्क्ष्यो,476.200,478.370
1,1,वैनतेयः,478.370,480.725
1,1,खगेश्वरः,480.725,483.280
1,1,नागान्तको,483.280,484.310
1,1,विष्णुरथः,484.310,486.285
1,1,सुपर्णः,486.285,486.965
1,1,पन्नगाशनः,486.965,489.380
1,1,शम्भूरीशः,489.380,490.440
1,1,पशुपतिः,490.440,492.430
1,1,शिवः,492.430,492.805
1,1,शूली,492.805,493.580
1,1,महेश्वरः,493.580,495.920
1,1,ईश्वरः,495.920,496.760
1,1,शर्व,496.760,497.300
1,1,ईशानः,497.300,499.445
1,1,शङ्करश्चन्द्रशेखरः,499.445,502.740
1,1,भूतेशः,502.740,503.745
1,1,खण्डपरशुर्गिरीशो,503.745,506.680
1,1,गिरिशो,506.680,507.300
1,1,मृडः,507.300,508.880
1,1,मृत्युञ्जयः,508.880,510.425
1,1,कृत्तिवासाः,510.425,512.465
1,1,पिनाकी,512.465,513.405
1,1,प्रमथाधिपः,513.405,514.320
1,1,उग्रः,514.320,514.460
1,1,कपर्दी,514.460,517.440
1,1,श्रीकण्ठः,517.440,519.670
1,1,शितिकण्ठः,519.670,521.835
1,1,कपालभृत्,521.835,522.480
1,1,वामदेवो,522.480,523.765
1,1,महादेवो,523.765,524.580
1,1,विरूपाक्षस्त्रिलोचनः,524.580,529.360
1,1,कृशानुरेताः,529.360,530.780
1,1,सर्वज्ञो,530.780,533.180
1,1,धूर्जटिर्नीललोहितः,533.180,535.120
1,1,हरः,535.120,536.605
1,1,स्मरहरो,536.605,538.905
1,1,भर्गस्त्र्यम्बकस्त्रिपुरान्तकः,538.905,542.680
1,1,गङ्गाधरोऽन्धकरिपुः,542.680,545.080
1,1,क्रतुध्वंसी,545.080,547.195
1,1,वृषध्वजः,547.195,549.640
1,1,व्योमकेशो,549.640,550.365
1,1,भवो,550.365,551.105
1,1,भीमः,551.105,552.790
1,1,स्थाणू,552.790,553.510
1,1,रुद्र,553.510,554.155
1,1,उमापतिः,554.155,555.000
1,1,अहिर्बुध्न्योऽष्टमूर्तिश्च,555.000,558.865
1,1,गजारिश्च,558.865,560.700
1,1,महानटः,560.700,561.880
1,1,कपर्दोऽस्य,561.880,564.155
1,1,जटाजूटः,564.155,565.710
1,1,पिनाकोऽजगवं,565.710,567.225
1,1,धनुः,567.225,567.860
1,1,प्रमथा:,567.860,570.185
1,1,स्युः,570.185,570.600
1,1,पारिषदा,570.600,571.400
1,1,ब्राह्मी,571.400,573.915
1,1,इत्याद्यास्तु,573.915,575.500
1,1,मातरः,575.500,578.200
1,1,ब्राह्मी,578.200,578.535
1,1,माहेश्वरी,578.535,580.180
1,1,चैव,580.180,581.635
1,1,कौमारी,581.635,582.330
1,1,वैष्णवी,582.330,583.370
1,1,तथा,583.370,585.480
1,1,वारीही,585.480,585.795
1,1,च,585.795,586.040
1,1,तथेन्द्राणी,586.040,588.150
1,1,चामुण्डा,588.150,589.200
1,1,सप्तमातरः,589.200,591.800
1,1,विभूतिर्भूतिरैश्वर्यमणिमादिकमष्टधा,591.800,597.640
1,1,अणिमा,597.640,598.415
1,1,महिमा,598.415,599.130
1,1,चैव,599.130,600.135
1,1,गरिमा,600.135,601.310
1,1,लघिमा,601.310,601.935
1,1,तथा,601.935,603.480
1,1,प्राप्तिः,603.480,604.350
1,1,प्राकाम्यमीशित्वं,604.350,606.105
1,1,वशित्वं,606.105,607.020
1,1,चाष्ट,607.020,607.620
1,1,सिद्धयः,607.620,608.320
1,1,उमा,608.320,608.715
1,1,कात्यायनी,608.715,613.015
1,1,गौरी,613.015,614.340
1,1,काली,614.340,614.975
1,1,हैमवतीश्वरी,614.975,617.720
1,1,शिवा,617.720,618.325
1,1,भवानी,618.325,619.340
1,1,रुद्राणी,619.340,620.630
1,1,शर्वाणी,620.630,622.445
1,1,सर्वमङ्गला,622.445,627.020
1,1,अपर्णा,627.020,628.430
1,1,पार्वती,628.430,629.020
1,1,दुर्गा,629.020,629.875
1,1,मृडानी,629.875,633.840
1,1,चण्डिकाम्बिका,633.840,635.680
1,1,आर्या,635.680,637.135
1,1,दाक्षायणी,637.135,639.570
1,1,चैव,639.570,639.765
1,1,गिरिजा,639.765,640.300
1,1,मेनकात्मजा,640.300,644.860
1,1,विनायको,644.860,645.410
1,1,विघ्नराजद्वैमातुरगणाधिपाः,645.410,649.120
1,1,अप्येकदन्तहेरम्बलम्बोदरगजाननाः,649.120,655.580
1,1,कार्तिकेयो,655.580,657.895
1,1,महासेनः,657.895,660.095
1,1,शरजन्मा,660.095,661.155
1,1,षडाननः,661.155,662.640
1,1,पार्वतीनन्दनः,662.640,665.095
1,1,स्कन्दः,665.095,666.895
1,1,सेनानीरग्निभूर्गुहः,666.895,670.740
1,1,बाहुलेयस्तारकजिद्विशाखः,670.740,674.630
1,1,शिखिवाहनः,674.630,676.840
1,1,षाण्मातुरः,676.840,678.295
1,1,शक्तिधरः,678.295,679.830
1,1,कुमारः,679.830,681.380
1,1,क्रौञ्चदारणः,681.380,683.980
1,1,शृङ्गी,683.980,684.610
1,1,भृङ्गी,684.610,685.345
1,1,रिटिस्तुण्डी,685.345,687.030
1,1,नन्दिको,687.030,688.105
1,1,नन्दिकेश्वरः,688.105,690.160
1,1,कर्ममोटी,690.160,690.790
1,1,तु,690.790,690.950
1,1,चामुण्डा,690.950,691.830
1,1,चर्ममुण्डा,691.830,692.235
1,1,तु,692.235,692.475
1,1,चर्चिका,692.475,694.140
1,1,इन्द्रो,694.140,694.220
1,1,मरुत्वान्मघवा,694.220,694.535
1,1,बिडौजाः,694.535,695.110
1,1,पाकशासनः,695.110,698.080
1,1,वृद्धश्रवाः,698.080,699.175
1,1,सुनासीरः,699.175,701.310
1,1,पुरुहूतः,701.310,702.245
1,1,पुरन्दरः,702.245,704.340
1,1,जिष्णुर्लेखर्षभः,704.340,706.040
1,1,शक्रः,706.040,707.830
1,1,शतमन्युर्दिवस्पतिः,707.830,710.760
1,1,सुत्रामा,710.760,712.375
1,1,गोत्रभिद्वज्री,712.375,714.645
1,1,वासवो,714.645,715.535
1,1,वृत्रहा,715.535,716.440
1,1,वृषा,716.440,718.020
1,1,वास्तोष्पतिः,718.020,719.700
1,1,सुरपतिर्बलारातिः,719.700,722.710
1,1,शचीपतिः,722.710,724.800
1,1,जम्भभेदी,724.800,726.050
1,1,हरिहयः,726.050,727.785
1,1,स्वाराण्नमुचिसूदनः,727.785,731.360
1,1,संक्रन्दनो,731.360,732.845
1,1,दुश्च्यवनस्तुराषाण्मेघवाहनः,732.845,737.480
1,1,आखण्डलः,737.480,739.020
1,1,सहस्राक्ष,739.020,741.770
1,1,ऋभुक्षास्तस्य,741.770,743.175
1,1,तु,743.175,743.350
1,1,प्रिया,743.350,745.420
1,1,पुलोमजा,745.420,745.805
1,1,शचीन्द्राणी,745.805,747.480
1,1,नगरी,747.480,748.995
1,1,त्वमरावती,748.995,749.160
1,1,हय,749.160,750.630
1,1,उच्चैःश्रवाः,750.630,752.710
1,1,सूतो,752.710,752.985
1,1,मातलिर्नन्दनं,752.985,756.870
1,1,वनम्,756.870,757.220
1,1,स्यात्प्रासादो,757.220,759.270
1,1,वैजयन्तो,759.270,761.115
1,1,जयन्तः,761.115,761.745
1,1,पाकशासनिः,761.745,764.480
1,1,ऐरावतोऽभ्रमातङ्गैरावणाभ्रमुवल्लभाः,764.480,768.800
1,1,ह्रादिनी,768.800,770.970
1,1,वज्रमस्त्री,770.970,772.665
1,1,स्यात्कुलिशं,772.665,775.065
1,1,भिदुरं,775.065,775.710
1,1,पविः,775.710,776.600
1,1,शतकोटिः,776.600,778.050
1,1,स्वरुः,778.050,778.490
1,1,शम्बो,778.490,780.505
1,1,दम्भोलिरशनिर्द्वयोः,780.505,783.440
1,1,व्योमयानं,783.440,784.660
1,1,विमानोऽस्त्री,784.660,786.610
1,1,नारदाद्याः,786.610,788.730
1,1,सुरर्षयः,788.730,790.840
1,1,स्यात्सुधर्मा,790.840,792.285
1,1,देवसभा,792.285,794.105
1,1,पीयूषममृतं,794.105,795.535
1,1,सुधा,795.535,797.020
1,1,मन्दाकिनी,797.020,798.135
1,1,वियद्गङ्गा,798.135,800.135
1,1,स्वर्णदी,800.135,801.065
1,1,सुरदीर्घिका,801.065,803.480
1,1,मेरुः,803.480,804.005
1,1,सुमेरुर्हेमाद्री,804.005,807.435
1,1,रत्नसानुः,807.435,808.575
1,1,सुरालयः,808.575,811.000
1,1,पञ्चैते,811.000,811.470
1,1,देवतरवो,811.470,812.610
1,1,मन्दारः,812.610,814.890
1,1,पारिजातकः,814.890,817.800
1,1,सन्तानः,817.800,818.795
1,1,कल्पवृक्षश्च,818.795,821.560
1,1,पुंसि,821.560,821.695
1,1,वा,821.695,822.070
1,1,हरिचन्दनम्,822.070,823.600
1,1,सनत्कुमारो,823.600,824.635
1,1,वैधात्रः,824.635,827.910
1,1,स्वर्वैद्यावश्विनीसुतौ,827.910,831.000
1,1,नासत्यावश्विनौ,831.000,833.530
1,1,दस्रावाश्विनेयौ,833.530,836.465
1,1,च,836.465,836.650
1,1,तावुभौ,836.650,838.200
1,1,स्त्रियां,838.200,838.955
1,1,बहुष्वप्सरसः,838.955,841.655
1,1,स्वर्वेश्या,841.655,843.310
1,1,उर्वशीमुखाः,843.310,845.640
1,1,घृताची,845.640,846.505
1,1,मेनका,846.505,848.910
1,1,रम्भा,848.910,849.095
1,1,उर्वशी,849.095,849.650
1,1,च,849.650,849.790
1,1,तिलोत्तमा,849.790,851.780
1,1,सुकेशीमञ्जुघोषाद्याः,851.780,855.510
1,1,कथ्यम्तेऽप्सरसो,855.510,857.335
1,1,बुधैः,857.335,859.000
1,1,हाहा,859.000,859.600
1,1,हूहूश्चैवमाद्या,859.600,863.160
1,1,गन्धर्वास्त्रिदिवौकसाम्,863.160,866.980
1,1,अग्निर्वैश्वानरो,866.980,868.815
1,1,वह्निर्वीतिहोत्रो,868.815,871.235
1,1,धनञ्जयः,871.235,874.080
1,1,कृपीटयोनिर्ज्वलनो,874.080,875.600
1,1,जातवेदास्तनूनपात्,875.600,880.160
1,1,बर्हिः,880.160,881.035
1,1,शुष्मा,881.035,881.805
1,1,कृष्णवर्त्मा,881.805,884.370
1,1,शोचिष्केश,884.370,885.195
1,1,उषर्बुधः,885.195,886.120
1,1,आश्रयाशो,886.120,888.760
1,1,बृहद्भानुः,888.760,890.860
1,1,कृशानुः,890.860,891.580
1,1,पावकोऽनलः,891.580,894.320
1,1,रोहिताश्वो,894.320,895.390
1,1,वायुसखः,895.390,897.530
1,1,शिखावानाशुशुक्षणिः,897.530,899.720
1,1,हिरण्यरेता,899.720,901.925
1,1,हुतभुग्दहनो,901.925,902.650
1,1,हव्यवाहनः,902.650,907.260
1,1,सप्तार्चिर्दमुनाः,907.260,909.225
1,1,शुक्रश्चित्रभानुर्विभावसुः,909.225,914.400
1,1,शुचिरप्पित्तमौर्वस्तु,914.400,916.470
1,1,वाडवो,916.470,917.170
1,1,वडवानलः,917.170,919.340
1,1,वह्नेर्द्वयोर्ज्वालकीलावर्चिर्हेतिः,919.340,925.595
1,1,शिखा,925.595,926.590
1,1,स्त्रियाम्,926.590,928.280
1,1,त्रिषु,928.280,928.630
1,1,स्फुलिङ्गोऽग्निकणः,928.630,931.590
1,1,सन्तापः,931.590,932.440
1,1,सञ्ज्वरः,932.440,933.275
1,1,समौ,933.275,934.940
1,1,उल्का,934.940,935.490
1,1,स्यान्निर्गतज्वाला,935.490,938.545
1,1,भूतिर्भसितभस्मनी,938.545,941.600
1,1,क्षारो,941.600,942.205
1,1,रक्षा,942.205,943.065
1,1,च,943.065,943.235
1,1,दावस्तु,943.235,943.960
1,1,दवो,943.960,944.295
1,1,वनहुताशनः,944.295,947.300
1,1,धर्मराजः,947.300,948.875
1,1,पितृपतिः,948.875,950.735
1,1,समवर्ती,950.735,951.665
1,1,परेतराट्,951.665,951.760
1,1,कृतान्तो,951.760,954.900
1,1,यमुनाभ्राता,954.900,957.335
1,1,शमनो,957.335,958.000
1,1,यमराड्यमः,958.000,959.400
1,1,कालो,959.400,959.955
1,1,दण्डधरः,959.955,961.990
1,1,श्राद्धदेवो,961.990,963.420
1,1,वैवस्वतोऽन्तकः,963.420,966.040
1,1,राक्षसः,966.040,967.770
1,1,कौणपः,967.770,968.425
1,1,क्रव्यात्क्रव्यादोऽस्रप,968.425,972.220
1,1,आशरः,972.220,974.960
1,1,रात्रिञ्चरो,974.960,975.765
1,1,रात्रिचरः,975.765,976.575
1,1,कर्बुरो,976.575,977.070
1,1,निकषात्मजः,977.070,979.240
1,1,यातुधानः,979.240,982.560
1,1,पुण्यजनो,982.560,983.185
1,1,नैरृतो,983.185,983.355
1,1,यातुरक्षसी,983.355,987.220
1,1,प्रचेता,987.220,988.540
1,1,वरुणः,988.540,989.060
1,1,पाशी,989.060,990.235
1,1,यादसांपतिरप्पतिः,990.235,993.880
1,1,श्वसनः,993.880,994.495
1,1,स्पर्शनो,994.495,995.375
1,1,वायुर्मातरिश्वा,995.375,998.190
1,1,सदागतिः,998.190,1000.100
1,1,पृषदश्वो,1000.100,1001.085
1,1,गन्धवहो,1001.085,1003.255
1,1,गन्धवाहानिलाशुगाः,1003.255,1006.840
1,1,समीरमारुतमरुज्जगत्प्राणसमीरणाः,1006.840,1011.780
1,1,नभस्वद्वातपवनपवमानप्रभञ्जनाः,1011.780,1017.520
1,1,प्रकम्पनो,1017.520,1018.385
1,1,महावातो,1018.385,1020.425
1,1,झञ्झावातः,1020.425,1021.665
1,1,सवृष्टिकः,1021.665,1022.640
1,1,प्राणोऽपानः,1022.640,1025.270
1,1,समानश्चोदानव्यानौ,1025.270,1029.060
1,1,च,1029.060,1029.220
1,1,वायवः,1029.220,1031.120
1,1,हृदि,1031.120,1031.385
1,1,प्राणो,1031.385,1032.125
1,1,गुदोऽपानः,1032.125,1034.275
1,1,समानो,1034.275,1035.145
1,1,नाभिमण्डले,1035.145,1037.300
1,1,उदानः,1037.300,1037.930
1,1,कण्ठदेशे,1037.930,1039.380
1,1,स्याद्व्यानः,1039.380,1041.610
1,1,सर्वशरीरगः,1041.610,1042.800
1,1,अन्नप्रवेशनं,1042.800,1043.535
1,1,मूत्राद्युत्सर्गोऽन्नविपाचनम्,1043.535,1045.000
1,1,भाषणादि,1045.000,1045.625
1,1,निमेषादि,1045.625,1046.345
1,1,तद्व्यापाराः,1046.345,1046.860
1,1,क्रमादमी,1046.860,1048.240
1,1,शरीरस्था,1048.240,1048.995
1,1,इमे,1048.995,1049.035
1,1,रंहस्तरसि,1049.035,1049.810
1,1,तु,1049.810,1049.820
1,1,रयः,1049.820,1050.385
1,1,स्यदः,1050.385,1050.940
1,1,जवोऽथ,1050.940,1051.195
1,1,शीघ्रं,1051.195,1052.260
1,1,त्वरितं,1052.260,1053.820
1,1,लघु,1053.820,1054.270
1,1,क्षिप्रमरं,1054.270,1056.530
1,1,द्रुतम्,1056.530,1057.200
1,1,सत्वरं,1057.200,1058.165
1,1,चपलं,1058.165,1058.760
1,1,तूर्णमविलम्बितमाशु,1058.760,1062.255
1,1,च,1062.255,1062.320
1,1,सततानारताश्रान्तसन्तताविरतानिशम्,1062.320,1069.680
1,1,नित्यानवरताजस्रमप्यथातिशयो,1069.680,1073.160
1,1,भरः,1073.160,1073.700
1,1,अतिवेलभृशात्यर्थातिमात्रोद्गाढनिर्भरम्,1073.700,1080.760
1,1,तीव्रैकान्तनितान्तानि,1080.760,1084.810
1,1,गाढबाढदृढानि,1084.810,1088.160
1,1,च,1088.160,1088.380
1,1,क्लीबे,1088.380,1088.725
1,1,शीघ्राद्यसत्त्वे,1088.725,1091.075
1,1,स्यात्त्रिष्वेषां,1091.075,1094.060
1,1,सत्त्वगामि,1094.060,1095.125
1,1,यत्,1095.125,1096.640
1,1,कुबेरस्त्र्यम्बकसखो,1096.640,1099.605
1,1,यक्षराड्गुह्यकेश्वरः,1099.605,1102.800
1,1,मनुष्यधर्मा,1102.800,1106.660
