Sarga,Word,Word Start,Word End
साधनपादो,486.390,488.415
नाम,488.415,489.410
द्वितीयः,489.410,490.445
पादः,490.445,496.680
अथ,0.000,0.845
विभूतिपादः,0.845,5.220
देशबन्धश्चित्तस्य,5.220,8.185
धारणा,8.185,10.800
तत्र,10.800,11.300
प्रत्ययैकतानता,11.300,15.140
ध्यानम्,15.140,16.820
तदेवार्थमात्रनिर्भासं,16.820,22.360
स्वरूपशून्यमिव,22.360,24.760
समाधिः,24.760,27.740
त्रयमेकत्र,27.740,29.475
संयमः,29.475,31.540
तज्जयात्प्रज्ञालोकः,31.540,37.360
तस्य,37.360,38.120
भूमिषु,38.120,39.170
विनियोगः,39.170,40.560
त्रयमन्तरङ्गं,40.560,44.575
पूर्वेभ्यः,44.575,46.240
तदपि,46.240,46.985
बहिरङ्गं,46.985,49.170
निर्बीजस्य,49.170,51.040
व्युत्थाननिरोधसंस्कारयोरभिभवप्रादुर्भावौ,51.040,61.820
निरोधक्षणचित्तान्वयो,61.820,64.085
निरोधपरिणामः,64.085,70.460
तस्य,70.460,71.145
प्रशान्तवाहिता,71.145,74.430
संस्कारात्,74.430,77.180
सर्वार्थतैकाग्रतयोः,77.180,80.750
क्षयोदयौ,80.750,83.445
चित्तस्य,83.445,84.980
समाधिपरिणामः,84.980,89.580
ततः,89.580,89.890
पुनः,89.890,90.540
शान्तोदितौ,90.540,91.890
तुल्यप्रत्ययौ,91.890,95.380
चित्तस्यैकाग्रतापरिणामः,95.380,101.720
एतेन,101.720,102.975
भूतेन्द्रियेषु,102.975,104.995
धर्मलक्षणावस्थापरिणामा,104.995,110.280
व्याख्याताः,110.280,115.280
शान्तोदिताव्यपदेश्यधर्मानुपाती,115.280,120.205
धर्मी,120.205,121.800
क्रमान्यत्वं,121.800,127.295
परिणामान्यत्वे,127.295,129.860
हेतुः,129.860,131.020
परिणामत्रयसंयमाद्,131.020,134.380
अतीतानागतज्ञानम्,134.380,139.560
शब्दार्थप्रत्ययानामितरेतराध्यासात्,139.560,146.235
सङ्करस्तत्प्रविभागसंयमात्सर्वभूतरुतज्ञानम्,146.235,155.320
संस्कारसाक्षात्करणात्पूर्वजातिज्ञानम्,155.320,161.780
प्रत्ययस्य,161.780,163.365
परचित्तज्ञानम्,163.365,168.180
न,168.180,168.370
च,168.370,169.835
तत्सालम्बनं,169.835,172.920
तस्याविषयीभूतत्वात्,172.920,177.100
कायरूपसंयमात्तद्ग्राह्यशक्तिस्तम्भे,177.100,182.920
चक्षुःप्रकाशासम्प्रयोगेऽन्तर्धानम्,182.920,191.620
सोपक्रमं,191.620,193.885
निरुपक्रमं,193.885,195.470
च,195.470,195.700
कर्म,195.700,196.990
तत्संयमादपरान्तज्ञानमरिष्टेभ्यो,196.990,205.130
वा,205.130,205.180
मैत्र्यादिषु,205.180,206.995
बलानि,206.995,209.400
बलेषु,209.400,210.290
हस्तिबलादीनि,210.290,213.060
प्रवृत्त्यालोकन्यासात्सूक्ष्मव्यवहितविप्रकृष्टज्ञानम्,213.060,225.540
भुवनज्ञानं,225.540,226.705
सूर्ये,226.705,227.970
संयमात्,227.970,229.720
चन्द्रे,229.720,231.815
ताराव्यूहज्ञानम्,231.815,235.580
ध्रुवे,235.580,235.815
तद्गतिज्ञानम्,235.815,238.640
नाभिचक्रे,238.640,242.395
कायव्यूहज्ञानम्,242.395,246.420
कण्ठकूपे,246.420,249.025
क्षुत्पिपासानिवृत्तिः,249.025,253.040
कूर्मनाड्यां,253.040,256.125
स्थैर्यम्,256.125,259.140
मूर्धज्योतिषि,259.140,261.350
सिद्धदर्शनम्,261.350,264.080
प्रातिभाद्वा,264.080,267.260
सर्वम्,267.260,268.660
हृदये,268.660,271.045
चित्तसंवित्,271.045,273.920
सत्त्वपुरुषयोरत्यन्तासङ्कीर्णयोः,273.920,280.905
प्रत्ययाविशेषो,280.905,282.095
भोगः,282.095,282.605
परार्थत्वात्स्वार्थसंयमात्पुरुषज्ञानम्,282.605,291.700
ततः,291.700,291.990
प्रातिभश्रावणवेदनादर्शास्वादवार्ता,291.990,300.950
जायन्ते,300.950,303.080
ते,303.080,303.825
समाधावुपसर्गा,303.825,306.990
व्युत्थाने,306.990,308.445
सिद्धयः,308.445,311.520
बन्धकारणशैथिल्यात्प्रचारसंवेदनाच्च,311.520,317.925
चित्तस्य,317.925,319.660
परशरीरावेशः,319.660,323.980
उदानजयाज्जलपङ्ककण्टकादिष्वसङ्ग,323.980,330.030
उत्क्रान्तिश्च,330.030,333.100
समानजयाज्ज्वलनम्,333.100,337.260
श्रोत्राकाशयोः,337.260,341.295
सम्बन्धसंयमाद्दिव्यं,341.295,344.970
श्रोत्रम्,344.970,346.380
कायाकाशयोः,346.380,350.735
सम्बन्धसंयमाल्लघुतूल-,350.735,354.685
समापत्तेश्चाकाशगमनम्,354.685,359.420
बहिरकल्पिता,359.420,362.710
वृत्तिर्महाविदेहा,362.710,365.750
ततः,365.750,366.045
प्रकाशावरणक्षयः,366.045,371.240
स्थूलस्वरूपसूक्ष्मान्वयार्थवत्त्वसंयमाद्भूतजयः,371.240,381.980
ततोऽणिमादिप्रादुर्भावः,381.980,385.780
कायसम्पत्तद्धर्मानभिघातश्च,385.780,392.380
रूपलावण्यबलवज्रसंहननत्वानि,392.380,397.505
कायसम्पत्,397.505,401.300
ग्रहणस्वरूपास्मितान्वयार्थवत्त्वसंयमादिन्द्रियजयः,401.300,411.640
ततो,411.640,412.600
मनोजवित्वं,412.600,413.975
विकरणभावः,413.975,416.035
प्रधानजयश्च,416.035,420.600
सत्त्वपुरुषान्यताख्यातिमात्रस्य,420.600,425.730
सर्वभावाधिष्ठातृत्वं,425.730,429.790
सर्वज्ञातृत्वं,429.790,433.760
च,433.760,434.620
तद्वैराग्यादपि,434.620,436.895
दोषबीजक्षये,436.895,439.010
कैवल्यम्,439.010,442.400
स्थान्युपनिमन्त्रणे,442.400,445.050
सङ्गस्मयाकरणं,445.050,449.530
पुनरनिष्टप्रसङ्गात्,449.530,454.100
क्षणतत्क्रमयोः,454.100,456.415
संयमाद्विवेकजं,456.415,460.935
ज्ञानम्,460.935,462.940
जातिलक्षणदेशैरन्यतानवच्छेदात्,462.940,467.910
तुल्ययोस्ततः,467.910,469.560
प्रतिपत्तिः,469.560,471.820
तारकं,471.820,474.365
सर्वविषयं,474.365,476.420
सर्वथाविषयमक्रमञ्चेति,476.420,480.400
विवेकजं,480.400,482.255
ज्ञानम्,482.255,483.720
सत्त्वपुरुषयोः,483.720,487.260
शुद्धिसाम्ये,487.260,489.135
कैवल्यम्,489.135,492.180
इति,492.180,492.610
श्रीपातञ्जलयोगदर्शने,492.610,496.485
विभूतिपादो,496.485,498.060
नाम,498.060,500.285
तृतीयः,500.285,501.225
पादः,501.225,507.440
अथ,0.000,0.165
कैवल्यपादः,0.165,5.200
जन्मौषधिमन्त्रतपःसमाधिजाः,5.200,9.730
सिद्धयः,9.730,12.940
जात्यन्तरपरिणामः,12.940,15.775
प्रकृत्यापूरात्,15.775,20.040
निमित्तमप्रयोजकं,20.040,23.100
प्रकृतीनां,23.100,25.435
वरणभेदस्तु,25.435,27.215
ततः,27.215,28.465
क्षेत्रिकवत्,28.465,31.880
निर्माणचित्तान्यस्मितामात्रात्,31.880,37.840
प्रवृत्तिभेदे,37.840,40.360
प्रयोजकं,40.360,42.125
चित्तमेकमनेकेषाम्,42.125,46.040
तत्र,46.040,46.450
ध्यानजमनाशयम्,46.450,50.320
कर्माशुक्लाकृष्णं,50.320,54.345
योगिनस्त्रिविधमितरेषाम्,54.345,59.120
ततस्तद्विपाकानुगुणानामेवाभिव्यक्तिर्वासनानाम्,59.120,70.040
जातिदेशकालव्यवहितानामप्यानन्तर्यं,70.040,77.645
स्मृतिसंस्कारयोरेकरूपत्वात्,77.645,83.760
तासामनादित्वं,83.760,86.780
चाशिषो,86.780,88.190
नित्यत्वात्,88.190,90.560
हेतुफलाश्रयालम्बनैः,90.560,95.555
सङ्गृहीतत्वादेषामभावे,95.555,100.475
तदभावः,100.475,103.580
अतीतानागतं,103.580,108.210
स्वरूपतोऽस्त्यध्वभेदाद्धर्माणाम्,108.210,113.100
ते,113.100,113.315
व्यक्तसूक्ष्मा,113.315,117.185
गुणात्मानः,117.185,120.240
परिणामैकत्वाद्वस्तुतत्त्वम्,120.240,126.080
वस्तुसाम्ये,126.080,128.350
चित्तभेदात्तयोर्विभक्तः,128.350,132.115
पन्थाः,132.115,135.000
न,135.000,135.180
चैकचित्ततन्त्रं,135.180,137.405
वस्तु,137.405,137.915
तदप्रमाणकं,137.915,140.340
तदा,140.340,142.605
किं,142.605,143.215
स्यात्,143.215,143.960
तदुपरागापेक्षित्वाच्चित्तस्य,143.960,149.020
वस्तु,149.020,149.985
ज्ञाताज्ञातम्,149.985,152.980
सदा,152.980,153.500
ज्ञाताश्चित्तवृत्तयस्तत्प्रभोः,153.500,160.320
पुरुषस्यापरिणामित्वात्,160.320,165.120
न,165.120,165.420
तत्स्वाभासं,165.420,167.125
दृश्यत्वात्,167.125,170.200
एकसमये,170.200,171.840
चोभयानवधारणम्,171.840,175.740
चित्तान्तरदृश्ये,175.740,179.760
बुद्धिबुद्धेरतिप्रसङ्गः,179.760,183.475
स्मृतिसङ्करश्च,183.475,186.920
चितेरप्रतिसङ्क्रमायास्तदाकारापत्तौ,186.920,194.010
स्वबुद्धिसंवेदनम्,194.010,198.340
द्रष्टृदृश्योपरक्तं,198.340,201.155
चित्तं,201.155,202.260
सर्वार्थम्,202.260,204.600
तदसङ्ख्येयवासनाभिश्चित्रमपि,204.600,209.740
परार्थं,209.740,211.890
संहत्यकारित्वात्,211.890,216.600
विशेषदर्शिन,216.600,218.205
आत्मभावभावनाविनिवृत्तिः,218.205,223.880
तदा,223.880,225.920
विवेकनिम्नं,225.920,227.825
कैवल्यप्राग्भारं,227.825,231.275
चित्तम्,231.275,232.760
तच्छिद्रेषु,232.760,235.275
प्रत्ययान्तराणि,235.275,238.540
संस्कारेभ्यः,238.540,241.620
हानमेषां,241.620,245.050
क्लेशवदुक्तम्,245.050,247.540
प्रसङ्ख्यानेऽप्यकुसीदस्य,247.540,252.220
सर्वथा,252.220,253.525
विवेकख्यातेर्धर्ममेघः,253.525,258.165
समाधिः,258.165,261.420
ततः,261.420,262.160
क्लेशकर्मनिवृत्तिः,262.160,266.660
तदा,266.660,267.690
सर्वावरणमलापेतस्य,267.690,272.065
ज्ञानस्यानन्त्याज्ज्ञेयमल्पम्,272.065,276.700
ततः,276.700,277.020
कृतार्थानां,277.020,281.260
परिणामक्रमसमाप्तिर्गुणानाम्,281.260,287.300
क्षणप्रतियोगी,287.300,291.260
परिणामापरान्तनिर्ग्राह्यः,291.260,295.745
क्रमः,295.745,296.020
पुरुषार्थशून्यानां,296.020,299.785
गुणानां,299.785,303.330
प्रतिप्रसवः,303.330,305.270
कैवल्यं,305.270,307.045
स्वरूपप्रतिष्ठा,307.045,310.605
वा,310.605,311.135
चितिशक्तिरिति,311.135,314.640
इति,314.640,314.805
श्रीपातञ्जलयोगदर्शने,314.805,318.525
कैवल्यपादो,318.525,321.835
नाम,321.835,323.140
चतुर्थः,323.140,324.175
पादः,324.175,326.660
इति,326.660,327.130
श्री,327.130,328.280
पातञ्जल-योग-सूत्राणि,328.280,337.800
